Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,
India,-0.55538249,-0.456320524,-0.448476195,-0.363160849,-0.274562806,-0.397690296,-0.339097977,-0.452406287,-0.463754565,-0.540835857,-0.51396811,-0.517280996,-0.457605749,-0.40657419,-0.337335646,-0.291900009,-0.229758978,-0.30260244,-0.293598413,-0.317147106,-0.322223276,-0.366014749,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1.368625998,1.41381526,1.270406127,1.584446549,1.70114398,1.739237309,1.735993505,1.750300288,1.681157708,1.556076646,1.455700159,1.646044135,1.692251205,1.673640013,1.649452686,1.529602289,1.5349406,1.458814383,1.535128117,1.619385481,1.674414754,1.575288892,,,
"Iran, Islamic Rep.",-0.218060061,-0.311086535,-0.359162539,-0.477626026,-0.484105498,-0.556039274,-0.755060852,-0.767309308,-0.948633969,-0.880579233,-0.79734683,-0.693914533,-0.625611603,-0.634078562,-0.739870667,-0.838968337,-0.984446704,-1.07153976,-1.111130714,-1.116213441,-1.126616478,-1.23189044,,,
Iraq,-1.393146873,-1.209322333,-1.489415765,-1.377784133,-1.450710416,-1.461376786,-1.462235451,-1.328081846,-1.363127232,-1.258064747,-1.248227,-1.315689564,-1.36365664,-1.433206916,-1.462161541,-1.431630611,-1.458310366,-1.389825702,-1.333770752,-1.269268394,-1.213353038,-1.321037531,,,
Iceland,2.194614172,2.22752285,2.167231798,2.301355362,2.172911167,2.197670221,2.327251434,2.031520128,1.934969664,1.932823181,1.878031492,1.904866219,1.823646665,1.897815824,1.903639555,1.794643283,1.805603027,1.670637608,1.666864395,1.760120511,1.567499638,1.551306129,,,
Israel,1.196318507,1.084417462,0.911944389,0.823018372,1.000245214,0.843343794,0.884931147,0.803259552,0.750026703,0.797708333,0.902115405,0.905973852,0.86055541,0.906771839,1.147175431,0.790212035,0.753730357,0.773935139,0.536611319,0.829447269,0.781028926,0.829359412,,,
Italy,0.523466825,0.484606415,0.361397028,0.403579652,0.477287948,0.331189245,0.262665063,0.194480166,0.283443719,0.299565822,0.172010645,0.070905864,0.005657753,0.026577624,0.081554696,0.175231233,0.215687439,0.233934671,0.50953573,0.517084956,0.527714252,0.550129175,,,
Jamaica,-0.511592388,-0.435169965,-0.393378407,-0.342859566,-0.291285038,-0.338424057,-0.336699635,-0.321954697,-0.265738726,-0.18736437,-0.285973221,-0.304508418,-0.325879484,-0.284242004,-0.208746403,-0.224284202,-0.230745345,-0.113761455,-0.045829266,-0.053083986,-0.023321858,-0.112082988,,,
Jordan,-0.062323041,0.333168775,0.290117711,0.280934185,0.279343516,0.28726384,0.380167007,0.164729521,0.038314659,0.099442124,0.07058657,0.065707564,0.135080352,0.244334057,0.250693977,0.227175593,0.12416549,0.080459386,0.039052609,0.026578831,0.073028997,0.08865869,,,
Japan,0.936939836,1.169873714,1.200011015,1.210124135,1.320848703,1.230227828,1.32388854,1.369224548,1.553623199,1.55437541,1.618948698,1.648249269,1.690213561,1.52976644,1.482243896,1.48122704,1.388587594,1.430998325,1.463714361,1.535760522,1.539929628,1.395660639,,,
Kazakhstan,-1.113584757,-1.026523709,-1.105953693,-1.014963388,-0.995142639,-0.99224472,-0.980641484,-0.931518555,-1.001060009,-0.996684909,-0.921265781,-0.931235909,-0.825699031,-0.871615648,-0.832159817,-0.839968383,-0.492212445,-0.286037147,-0.378142864,-0.259969383,-0.185685605,-0.266593069,,,
Kenya,-1.003750563,-0.964616835,-0.897880256,-1.012536764,-0.935450912,-0.97859472,-1.068366289,-1.07073009,-0.911055028,-0.963742495,-1.098877668,-1.036190391,-0.939376116,-1.031232715,-0.914170921,-0.974906325,-0.863009214,-0.806061268,-0.875347614,-0.734718978,-0.759503603,-0.770913005,,,
Kyrgyz Republic,-1.06477046,-1.03281939,-1.097712159,-1.267269254,-1.325560451,-1.329097867,-1.232239485,-1.312827229,-1.175097346,-1.231965423,-1.150862575,-1.162298203,-1.130077958,-1.179519296,-1.105051279,-1.077679157,-0.961097419,-0.960630596,-1.124958396,-1.150495648,-1.230402827,-1.221095324,,,
Cambodia,-0.990784228,-0.989836037,-1.058346272,-1.223739982,-1.260385513,-1.151689529,-1.241710544,-1.181240082,-1.249007821,-1.255649567,-1.080681562,-1.064033985,-1.147173643,-1.153561711,-1.301627874,-1.316545367,-1.357102275,-1.323499918,-1.272041559,-1.197975516,-1.2416116,-1.299216747,,,
Kiribati,,,0.510554671,0.258307546,0.092326902,0.15075995,0.041243393,-0.13527441,-0.065665916,0.115431219,0.023241181,-0.025792362,0.289764941,0.246812597,0.290251106,0.41422987,0.348575413,0.368371487,0.467278957,0.282064795,0.236451626,0.411750495,,,
St. Kitts and Nevis,,,0.195867643,1.180838346,1.11961627,1.146967053,1.27677536,1.317764997,1.301772714,1.272298098,1.260530829,1.253580928,0.048896857,0.448299348,0.458995938,0.461347401,0.411499292,0.346149027,0.340769291,0.40632996,0.389969081,0.413433611,,,
"Korea, Rep.",0.489189267,0.544911742,0.37884891,0.5923329,0.30060637,0.56971693,0.425825089,0.499742419,0.426656723,0.483322471,0.495882243,0.581018269,0.512005866,0.339694709,0.420221448,0.445519388,0.572804868,0.704865277,0.698268294,0.733288467,0.748368859,0.894088566,,,
Kuwait,0.98154521,0.765973866,0.770029485,0.500354409,0.426627278,0.364861727,0.412061006,0.304186642,0.298077822,0.078883208,-0.197435707,-0.195235953,-0.246359721,-0.255415142,-0.298417151,-0.360093921,-0.316610694,-0.159423858,-0.091237791,-0.056214958,0.127275705,0.206611827,,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,-0.673779786,-0.866406024,-1.14759469,-1.317613959,-1.331525683,-1.281310558,-1.206062913,-1.248842478,-1.195731044,-1.192968726,-1.025072455,-0.940677524,-0.853773773,-0.944427311,-0.986850142,-0.966396511,-0.997348785,-1.076882839,-1.083155751,-1.055114388,-0.965779245,-0.973836362,,,
Lebanon,-0.415403098,-0.612619996,-0.59286356,-0.532331884,-0.999498069,-0.939466238,-0.858251393,-0.871679723,-0.915250719,-0.900145948,-0.865690708,-0.9246068,-1.042650342,-0.90191257,-0.990380108,-1.028187871,-1.132961154,-1.169052362,-1.179520607,-1.248533964,-1.127301574,-1.227062464,,,
Liberia,-1.034288645,-1.151747227,-1.329605699,-1.201530457,-0.723485768,-0.476487666,-0.791121185,-0.607343435,-0.574574232,-0.690497637,-0.607038319,-0.718398809,-0.779788852,-0.667323768,-0.743276775,-0.687090397,-0.87186873,-0.917654991,-0.904334426,-0.937883019,-0.925476372,-0.888349295,,,
Libya,-0.944232821,-0.886524618,-0.915932536,-0.966960073,-1.087145448,-1.047780871,-0.975061655,-1.210370302,-1.262903452,-1.231681228,-1.315019011,-1.440853715,-1.52144289,-1.578502893,-1.578543305,-1.558173299,-1.530271649,-1.574897766,-1.583548188,-1.584979653,-1.526298285,-1.525018811,,,
St. Lucia,,,0.276366174,1.223055243,1.154476166,1.172405481,1.307724476,1.330940008,1.286739707,1.295473337,1.051899076,1.079824448,0.489098608,0.618412554,0.641073227,0.583985746,0.560321748,0.557323992,0.540252924,0.557626605,0.579390466,0.544128418,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1.310743809,1.33278954,1.35322547,1.269663095,1.25131321,1.085534811,1.175187707,1.678731322,1.839117169,1.804687262,1.793322086,1.834106445,2.077594519,2.010734081,1.983347416,1.998275518,1.95875442,1.920955062,1.959190845,1.665740252,1.714888096,1.710172415,,,
Sri Lanka,-0.216593146,-0.27202031,-0.167387903,-0.33986178,-0.194801018,-0.146113589,-0.21860835,-0.396393329,-0.41968292,-0.399362594,-0.241880506,-0.220972463,-0.345357031,-0.376923084,-0.3362104,-0.489904672,-0.352846652,-0.303988814,-0.330326974,-0.356694371,-0.383232534,-0.383976996,,,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,-0.173949227,-0.170022607,-0.106747024,0.055084318,0.01058409,-0.05820239,0.061866838,0.171797961,0.184215263,0.156146213,0.126534462,0.279383391,0.199570894,0.023326905,-0.05242788,-0.059058353,-0.137125388,-0.122618347,-0.141021639,-0.345277399,-0.36864084,-0.509478509,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,0.20888038,0.35301125,0.369521201,0.311570793,0.155884758,0.103202336,0.112552218,0.226648018,0.372421801,0.319815338,0.386670023,0.418842435,0.553396463,0.582566559,0.676383555,0.518651903,0.466041952,0.666305542,0.778560698,0.824572265,0.746974111,0.78154552,,,
Luxembourg,2.010144949,1.643057108,1.822564006,1.647415757,1.873079538,1.961524487,1.957137346,1.963537812,2.038584948,2.153153419,2.114363909,2.115706205,2.069159031,2.053510666,2.049894571,1.941121459,2.048039198,2.072476864,2.023699522,1.840929389,1.88359046,1.926659107,,,
Latvia,0.010846358,0.242927805,0.153246522,0.367340833,0.356723547,0.338474423,0.230154261,0.202161014,0.203808978,0.279343724,0.238223135,0.321280241,0.409777433,0.434054464,0.395586461,0.500998259,0.29723978,0.480458021,0.693109572,0.720612168,0.693807185,0.698113978,,,
"Macao SAR, China",-0.070856519,0.854120076,1.400040507,0.508783102,0.345463097,0.44861266,0.431776792,0.160476461,0.412911594,0.433402777,0.417734087,0.546515465,0.843764782,0.569167733,0.793663919,0.594956994,0.674436092,0.664918542,0.768973529,0.815184593,0.868464589,0.849051774,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,-0.240059301,-0.319970191,-0.243782789,-0.425059497,-0.476106465,-0.386843711,-0.433665723,-0.367966145,-0.231423751,-0.452251226,-0.493130356,-0.423477381,-0.305471539,-0.286832571,-0.190850571,-0.199466482,-0.289455205,-0.333868355,-0.409950465,-0.418993622,-0.387477547,-0.536348581,,,
Monaco,,,,,,,,,,,,,,1.731615186,1.740128279,1.762287259,1.780649662,1.780229092,1.265453935,1.279687047,1.270272374,1.251356125,,,
Moldova,-0.980350196,-0.884173095,-1.039575577,-0.672625899,-0.643211901,-0.660764515,-0.634429693,-0.701457858,-0.671865046,-0.625150502,-0.614259124,-0.753976941,-0.854309618,-0.94736445,-0.990662038,-0.834933341,-0.758018732,-0.650996447,-0.586998105,-0.469503224,-0.34223628,-0.280338466,,,
Madagascar,0.001223482,-0.208431333,-0.323700607,-0.055555593,-0.182527557,-0.186032534,-0.266752243,-0.328544199,-0.417824775,-0.484609842,-0.670311391,-0.76415801,-0.843135118,-0.880302072,-0.93498826,-1.074303746,-1.021064162,-1.05258441,-1.010506511,-0.953181684,-0.969914019,-1.000182152,,,
Maldives,-0.085250728,-0.07650464,-0.283400595,-0.428582311,-0.602049053,-0.859824717,-0.819709837,-0.667673528,-0.539183974,-0.552542269,-0.697819233,-0.711625934,-0.316432625,-0.423619926,-0.586512804,-0.739739716,-0.831085265,-0.223864496,-0.285472602,-0.314849913,-0.332713664,-0.396943331,,,
"Middle East, North Africa, Afghanistan & Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,-0.250572264,-0.241587132,-0.389334857,-0.344179541,-0.325125188,-0.341457367,-0.309849888,-0.365960121,-0.439748138,-0.474737763,-0.484527588,-0.591898561,-0.84301883,-0.888967395,-0.850662291,-0.952429533,-0.949163556,-0.917449772,-0.921630204,-1.020639896,-1.012086034,-1.020578742,,,
Marshall Islands,,,,-0.316166282,-0.6469087,-0.822250843,-0.764792681,-0.689701557,-0.716677845,-0.306141883,-0.224154845,-0.000456766,-0.012629051,0.64955157,0.705651104,0.768536806,0.348575413,0.368371487,0.467278957,0.417653382,0.385714829,0.411750495,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,-0.826058447,-0.651164174,-0.554222405,-0.488400877,-0.403454512,-0.394356847,-0.211421356,-0.146806985,-0.092976823,-0.106993712,-0.051175073,-0.056522742,-0.032754038,-0.266032279,-0.297931522,-0.328586072,-0.392622709,-0.456911981,-0.494269162,-0.375454426,-0.323990256,-0.348615468,,,
Mali,-0.724597514,-0.744711637,-0.677577555,-0.50025326,-0.479206234,-0.426211745,-0.537264764,-0.680893421,-0.676808715,-0.648009062,-0.831212103,-0.792306602,-0.75121516,-0.704493344,-0.677658141,-0.665663719,-0.711823046,-0.704530776,-0.800912976,-0.887136936,-0.844119906,-0.861831546,,,
Malta,0.774747252,0.918518543,0.831408501,0.816374123,1.002685428,1.015983105,0.987337589,0.766730249,0.784824491,0.758895993,0.935569167,0.976230741,0.846630216,0.864241838,0.683730662,0.703656733,0.547124088,0.209994376,0.342483103,0.292902559,0.238765001,0.109746583,,,
Myanmar,-1.303026319,-1.472589135,-1.649900556,-1.540683031,-1.659772635,-1.625574231,-1.615746021,-1.659667373,-1.672808766,-1.594689012,-1.069791675,-1.00620079,-0.884396434,-0.853926837,-0.641822934,-0.590482652,-0.612662673,-0.644901872,-0.679686844,-1.048220873,-1.151525855,-1.216499329,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,-0.156703547,-0.411994487,-0.467464656,-0.354254246,-0.383750975,-0.381186187,-0.239523485,-0.219349295,-0.253896862,-0.222925067,-0.129764125,-0.287302703,-0.075530872,-0.123520963,-0.082080118,-0.084976211,-0.014757774,-0.030203432,-0.043737181,-0.04408969,-0.118748672,-0.079309873,,,
Mongolia,0.025880625,-0.221844956,-0.269411176,-0.604816973,-0.587645471,-0.613750696,-0.664763153,-0.761497498,-0.733134985,-0.696974516,-0.535095811,-0.478146493,-0.472313285,-0.517774403,-0.509957373,-0.47592327,-0.449105561,-0.45575434,-0.494853646,-0.553672433,-0.561183453,-0.492604405,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,-0.499133259,-0.64217937,-0.613359034,-0.534635305,-0.618245721,-0.512877285,-0.487182707,-0.428717107,-0.436986297,-0.4961963,-0.569021642,-0.602838695,-0.669842422,-0.779485106,-0.902741551,-0.857399106,-0.809045613,-0.872100949,-0.787528455,-0.832316101,-0.835754335,-0.828437746,,,
Mauritania,-0.083033614,-0.074341983,-0.365095526,-0.535383821,-0.74640882,-0.576470912,-0.785068154,-0.608217955,-0.71273458,-0.641656637,-0.793573499,-0.846973956,-0.932971299,-0.939602792,-0.762259603,-0.77320534,-0.812440693,-0.866159081,-0.815433323,-0.84248513,-0.790683806,-0.822652638,,,
Mauritius,0.328717023,0.192945927,0.152764663,0.219137654,0.273244053,0.350999236,0.440310746,0.46592325,0.482350141,0.463920891,0.252168298,0.251939684,0.317739755,0.223563492,0.106664188,0.15634796,0.1862856,0.21040377,0.44104737,0.44236815,0.420371741,0.45319736,,,
Malawi,-1.021617532,-0.758814633,-0.801194429,-0.715679586,-0.549526334,-0.516006529,-0.445902675,-0.405897647,-0.488746434,-0.426366478,-0.477253526,-0.619961083,-0.761593223,-0.794206321,-0.784892559,-0.687570572,-0.765857875,-0.78355056,-0.39216423,-0.322536081,-0.60885191,-0.602811515,,,
Malaysia,0.246729285,0.315719813,0.323187053,0.170079783,0.213225633,0.166801289,-0.090506412,-0.093942709,0.057084449,0.022571575,0.213312954,0.333269119,0.396519065,0.18163617,0.02742465,-0.006094724,0.299851537,0.232962102,0.228581384,0.146233186,0.248940766,0.295621365,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,0.114022799,0.189308584,0.115224101,0.150281817,0.196952045,0.311637253,0.641149759,0.269764304,0.315519512,0.277477235,0.321495771,0.303884655,0.261380643,0.270016462,0.280629367,0.261462808,0.306939095,0.312310964,0.268673807,0.220228925,0.215130419,0.110072032,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,-1.020486593,-0.916420162,-0.887320101,-0.724550962,-0.848922551,-0.761082709,-0.730393648,-0.611198545,-0.658249199,-0.652857542,-0.647685707,-0.619116426,-0.695517004,-0.674528837,-0.666049778,-0.687655807,-0.592982829,-0.567891419,-0.66267544,-0.58069849,-0.584792078,-0.563843966,,,
Nigeria,-1.502067566,-1.417653799,-1.383372903,-1.180775523,-1.126394391,-1.066939831,-0.900948942,-1.041885853,-1.051508546,-1.189361453,-1.175933242,-1.227050304,-1.283923149,-1.096086144,-1.045318961,-1.099155903,-1.083862424,-1.113170505,-1.118567109,-1.10122788,-1.129682302,-1.040974379,,,
Nicaragua,-0.479136646,-0.541941702,-0.446660161,-0.616481483,-0.673504472,-0.767759442,-0.768929601,-0.727106392,-0.755830348,-0.737969637,-0.78167814,-0.73852396,-0.887541771,-0.907448709,-0.897035599,-0.895630002,-1.024010181,-1.03215003,-1.180352092,-1.255249143,-1.287625432,-1.388440132,,,
Netherlands,2.068361998,1.995902896,1.975515485,1.960848689,2.040526152,2.159472227,2.102768421,2.124158621,2.090060711,2.08139801,2.090583324,2.016869783,1.96052146,1.833373189,1.858350754,1.745578885,1.88914597,1.867612481,1.999983191,2.004242182,1.917200089,1.867100477,,,
Norway,2.114974499,2.010966539,1.912864566,2.000252724,2.123553276,1.98258388,1.891875744,1.984983444,2.07725215,2.142632484,2.247982264,2.286928415,2.222682953,2.200293064,2.149504662,2.191245556,2.050310373,2.03375411,2.065769196,2.108310461,2.067638397,2.113521576,,,
Nepal,-0.463561416,-0.588842928,-0.953119218,-0.742212892,-0.692943096,-0.791534424,-0.818007648,-0.704490542,-0.695682704,-0.78744036,-0.814642906,-0.688966632,-0.588949203,-0.603533506,-0.826784909,-0.775453687,-0.689042509,-0.691426873,-0.598485827,-0.556707025,-0.532767117,-0.507927954,,,
Nauru,,,,,,-0.356638461,-0.328292847,-0.399734557,0.009977117,-0.047846243,-0.024551125,-0.648547411,-0.475804955,0.515735567,0.582053721,0.561709404,0.511030793,0.530461669,0.599220514,0.60497576,0.601780057,0.588616431,,,
New Zealand,2.262573242,2.284625292,2.352138042,2.19131422,2.322551012,2.317683935,2.297525167,2.380318642,2.3294034,2.290867567,2.307887793,2.334189177,2.249412298,2.233211517,2.236731529,2.195915461,2.135425806,2.130933762,2.116907597,2.169758081,2.163233995,2.084095478,,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,0.903639674,0.560884476,0.657538533,0.387739003,0.345938504,0.345133305,0.506844521,0.327373415,0.319510162,0.13220188,0.175082937,0.152467921,0.304507285,0.236111432,0.30525741,0.214597568,0.21516037,0.421262175,0.20332709,0.062241416,0.052637935,0.215157956,,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,-0.955985904,-0.804457188,-1.178812027,-1.062045574,-0.818344295,-0.818873346,-0.899149179,-1.075625777,-1.089610696,-1.083392024,-1.068792224,-0.962785661,-0.839294553,-0.834522724,-0.900909364,-0.802612305,-0.801856637,-0.879992425,-0.857438266,-0.810481548,-0.804350376,-0.999357462,,,
Panama,-0.335230827,-0.395565361,-0.300811678,-0.390578359,-0.363584548,-0.339885622,-0.101286359,-0.327103823,-0.358153433,-0.354332805,-0.395119667,-0.381226212,-0.370015204,-0.434962153,-0.573966324,-0.613697469,-0.610337615,-0.64382714,-0.58416152,-0.591640532,-0.634862423,-0.628094196,,,
Peru,-0.30640474,-0.154854536,-0.429986924,-0.367371053,-0.221562147,-0.272556156,-0.206874341,-0.332539886,-0.253887415,-0.243967727,-0.404069632,-0.460946977,-0.599980474,-0.60391736,-0.430348158,-0.562385023,-0.597973228,-0.509501398,-0.524636924,-0.653799653,-0.808002055,-0.721040905,,,
Philippines,-0.538531899,-0.635371625,-0.707702458,-0.662843585,-0.889426827,-0.778005183,-0.778095126,-0.78673923,-0.781123996,-0.685034811,-0.573895454,-0.380065739,-0.439754605,-0.481130987,-0.519234538,-0.507541537,-0.576294243,-0.606206954,-0.510658324,-0.530111015,-0.541212201,-0.537639976,,,
Palau,,,,,,,-0.328292847,-0.399734557,-0.502526104,-0.536440134,-0.433817923,-0.648547411,-0.475804955,0.515735567,0.582053721,0.561709404,0.511030793,0.530461669,0.599220514,0.60497576,0.601780057,0.588616431,,,
Papua New Guinea,-0.947748065,-0.813447833,-0.995903432,-1.151023388,-1.139937162,-1.118341684,-1.17647028,-1.242565989,-1.039379001,-1.0335747,-0.938103914,-0.958846331,-0.910122633,-0.953294218,-0.942301393,-0.912016869,-0.867965519,-1.002208829,-0.596797168,-0.770542502,-0.696280241,-0.657154024,,,
Poland,0.381513625,0.401545793,0.106035829,0.247518659,0.25655055,0.283813983,0.452767491,0.43509984,0.513736725,0.562475681,0.659753621,0.645680547,0.681905627,0.694461524,0.759568095,0.698781192,0.622786522,0.611018896,0.618671596,0.546135545,0.506645441,0.565399945,,,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico (US),1.310743809,1.33278954,1.259595275,1.269663095,0.506991565,0.405738354,0.407875597,0.483497262,0.472344607,0.431618601,0.533097982,0.46619001,0.45636633,0.047225419,-0.009525355,0.09721829,0.001306514,-0.023611831,-0.018320566,0.36853826,0.113632426,0.019601461,,,
"Korea, Dem. People's Rep.",-1.026662588,-1.431557894,-1.385844946,-1.284464478,-1.44351685,-1.543960094,-1.518466353,-1.289080858,-1.283196568,-1.31766355,-1.287028551,-1.291284204,-1.304520607,-1.273110151,-1.462063909,-1.502041936,-1.588039517,-1.609060407,-1.702882886,-1.622232199,-1.606018543,-1.584476352,,,
Portugal,1.218020082,1.119102359,1.125666976,1.061878324,1.00923574,1.028802752,1.059230208,1.085582972,1.062663555,1.081251621,0.955447733,0.912171781,0.909372628,0.892139912,0.858934999,0.821428776,0.80631566,0.745498478,0.721146345,0.741993845,0.728919625,0.69631207,,,
Paraguay,-1.365068436,-1.436838865,-1.426462889,-1.355833054,-1.16153121,-1.211035728,-0.979693532,-0.788950503,-0.707593381,-0.695635736,-0.850602806,-1.048131943,-1.011079431,-1.018919945,-0.763090432,-0.750717938,-0.870756984,-0.893645704,-0.857888103,-1.02654171,-1.090579629,-1.057722926,,,
West Bank and Gaza,-0.329601347,-0.378244728,-0.021255206,-0.49689728,-0.303130627,-0.116835959,-0.440319508,-0.108424991,-0.113489479,-0.453298777,-0.25758794,-0.258748084,-0.284091651,-0.485898137,-0.18277587,-0.060605384,-0.225766197,-0.353756547,-0.576270461,-0.761468053,-0.702707529,-0.676133513,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,0.658825338,0.507493377,0.504270613,0.70509094,0.92312324,0.670674503,0.93235904,1.55867815,1.400047421,1.001109838,1.053043008,1.103380919,0.983545244,0.856103122,0.863357782,0.698816359,0.693066776,0.817294657,0.754916787,0.780072868,0.804029524,0.70220983,,,
Romania,-0.440713197,-0.410669893,-0.322501838,-0.260543019,-0.20915851,-0.23033078,-0.186216146,-0.309800476,-0.352394611,-0.333498508,-0.381443471,-0.301038712,-0.224212572,-0.170948252,-0.178657219,-0.141483217,-0.226882994,-0.236893356,-0.098599784,-0.061378639,0.016491659,0.040495344,,,
Russian Federation,-0.95484823,-0.783091724,-0.825626493,-0.847120821,-0.940847754,-1.017580867,-1.125228643,-1.141306877,-1.099214792,-1.074376822,-1.051571608,-1.020724416,-0.918883324,-0.974069595,-0.838650405,-0.914680719,-0.869339645,-0.822259068,-0.930568337,-0.921020746,-0.979839683,-1.104678273,,,
Rwanda,-0.716065526,-0.588587761,-0.412591547,-0.629166365,-0.20552519,0.007067768,0.108792886,0.108438961,0.365169644,0.362672299,0.559880137,0.624868751,0.776426077,0.59837383,0.618635416,0.60591954,0.535689771,0.521383941,0.527836561,0.573008239,0.561417639,0.671653092,,,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,0.182221666,-0.167679191,-0.297835916,-0.103524342,-0.195399955,-0.169473514,-0.014675688,-0.020552717,0.036955286,-0.312528074,-0.045678299,-0.027551834,0.08140374,0.021385988,0.198880643,0.332312196,0.330702603,0.246933833,0.241704509,0.282917559,0.357307374,0.536042988,,,
Sudan,-1.035822868,-1.170058131,-1.246902585,-1.387641191,-1.191282749,-1.329811096,-1.427513838,-1.150308371,-1.196660757,-1.204625487,-1.503376722,-1.489166617,-1.462855101,-1.500196934,-1.56117487,-1.559720278,-1.457363605,-1.404175878,-1.418994069,-1.275893569,-1.413728714,-1.502067089,,,
Senegal,0.247913659,-0.141306818,0.023222394,-0.035375662,-0.37309429,-0.514299452,-0.500159681,-0.490049094,-0.641386092,-0.503729224,-0.258422732,-0.189072818,0.058449276,0.031306829,-0.024278427,-0.114319831,-0.047376096,-0.003571971,-0.007295328,0.042310625,-0.013174304,0.057832226,,,
Singapore,2.262733698,2.169167757,2.301145792,2.156098127,2.174917221,2.231212378,2.231617928,2.206720352,2.171362877,2.102997065,2.115708113,2.070466757,2.06742692,2.051130772,2.042241573,2.088784933,2.134731293,2.120042801,2.118231773,2.139510632,2.09469986,2.040184021,,,
Solomon Islands,0.182450026,0.214311689,-0.065690726,0.087780945,-0.202771097,-0.374890536,-0.354255259,-0.281599671,-0.339228064,-0.346251637,-0.357465267,-0.399928987,-0.266010553,-0.345234454,-0.356087327,0.092627935,-0.034902889,-0.050612472,0.068296649,-0.164154112,-0.184632152,-0.134710744,,,
Sierra Leone,-0.789458632,-0.892783046,-0.881412625,-1.085491657,-1.026145697,-0.919340312,-0.978874683,-0.942291141,-0.780791581,-0.860041797,-0.957400441,-0.912265718,-0.948586166,-0.820486605,-0.841478765,-0.590301275,-0.511718929,-0.470781624,-0.396055698,-0.455585212,-0.559889019,-0.574557841,,,
El Salvador,-0.81314522,-0.416793615,-0.480672061,-0.508673728,-0.335918337,-0.423062176,-0.411013573,-0.230227888,-0.258609384,-0.247806415,-0.412512779,-0.349343956,-0.375204563,-0.447838724,-0.556168318,-0.534349263,-0.58643496,-0.537863314,-0.577636421,-0.553710938,-0.642525256,-0.56131506,,,
San Marino,,,,,,,,,,,,,,1.151729107,1.15941143,1.171781301,1.178940058,1.176189423,1.265453935,1.279687047,1.270272374,1.251356125,,,
"Somalia, Fed. Rep.",-1.032930613,-1.465910077,-1.80303514,-1.683112144,-1.72492063,-1.739551187,-1.848734379,-1.701694131,-1.726097345,-1.715412021,-1.596589088,-1.58360374,-1.66348052,-1.641670704,-1.690790653,-1.742241144,-1.785826087,-1.724367976,-1.689130902,-1.795541406,-1.792611241,-1.732833624,,,
Serbia,-0.895784795,-0.494189292,-0.493293792,-0.406051368,-0.277591467,-0.341682166,-0.302461773,-0.317943394,-0.31941554,-0.299286216,-0.357432961,-0.327844173,-0.247404575,-0.31857723,-0.383323163,-0.435911,-0.396570772,-0.450225323,-0.451470822,-0.459140092,-0.456542432,-0.447204262,,,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,-0.819455504,-1.092395306,-1.295819283,-1.400569439,-1.607845902,-1.724335551,-1.759120226,-1.748293281,-1.742846489,-1.799833059,-1.93686974,-1.8369807,-1.855797648,-1.969555378,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,0.237328082,-0.109425098,-0.463267118,-0.541059792,-0.274057031,-0.288336992,-0.293066412,-0.184565529,-0.237911433,-0.182666853,-0.172321394,-0.171315938,0.013135637,-0.067590348,-0.083519801,0.152014688,0.152902648,0.133435577,0.119751044,0.23234804,0.305139542,0.360224694,,,
