year,country,us_prop_fav,china_prop_fav
2008,Brazil,0.9502304147465438,0.6686868686868687
2008,Chile,0.8981748318924111,0.7702169625246549
2008,Colombia,0.9591651542649727,0.7853231106243155
2008,Costa Rica,0.943502824858757,0.7383059418457648
2008,Ecuador,0.9628865979381444,0.7237635705669482
2008,El Salvador,0.9617903930131004,0.7197530864197531
2008,Guatemala,0.9181708784596871,0.7633136094674556
2008,Honduras,0.9659863945578231,0.8678996036988111
2008,Mexico,0.9046369203849519,0.7239199157007377
2008,Nicaragua,0.9586776859504132,0.8520625889046942
2008,Panama,0.969208211143695,0.6816239316239316
2008,Paraguay,0.9469928644240571,0.8794642857142857
2008,Peru,0.9324191968658179,0.8109559613319012
2008,Uruguay,0.881198347107438,0.7457002457002457
2008,Venezuela,0.7276018099547511,0.8001968503937008
2009,Argentina,0.6887661141804788,0.7614155251141552
2009,Bolivia,0.7056603773584905,0.8166666666666667
2009,Brazil,0.7954954954954955,0.6536082474226804
2009,Chile,0.8639639639639639,0.8267942583732057
2009,Colombia,0.8469945355191257,0.7452380952380953
2009,Costa Rica,0.89375,0.7971188475390156
2009,Ecuador,0.818609022556391,0.6969339622641509
2009,El Salvador,0.9526881720430107,0.8248730964467005
2009,Guatemala,0.821078431372549,0.7532467532467533
2009,Honduras,0.9004329004329005,0.8421768707482993
2009,Mexico,0.7421441774491682,0.7444987775061125
2009,Nicaragua,0.8793911007025761,0.8717598908594816
2009,Panama,0.9334085778781038,0.6322463768115942
2009,Paraguay,0.8102409638554217,0.7983193277310925
2009,Peru,0.8213592233009709,0.8735005452562704
2009,Uruguay,0.8199811498586239,0.7351421188630491
2009,Venezuela,0.6966604823747681,0.8035160289555325
2010,Argentina,0.6394618834080718,0.7481243301178992
2010,Bolivia,0.6814244465832531,0.7829360100376411
2010,Brazil,0.8083333333333333,0.7528205128205128
2010,Chile,0.8542402826855123,0.8177570093457944
2010,Colombia,0.86331569664903,0.759581881533101
2010,Costa Rica,0.864693446088795,0.7903225806451613
2010,Ecuador,0.9091743119266055,0.835511982570806
2010,El Salvador,0.9131799163179917,0.8095854922279793
2010,Guatemala,0.7289293849658315,0.8072289156626506
2010,Honduras,0.9017467248908297,0.8803716608594657
2010,Mexico,0.5860165593376265,0.7227848101265822
2010,Nicaragua,0.8327605956471936,0.883495145631068
2010,Panama,0.905829596412556,0.7264705882352941
2010,Paraguay,0.801829268292683,0.7657657657657657
2010,Peru,0.8356807511737089,0.8304347826086956
2010,Uruguay,0.7661835748792271,0.7791563275434243
2010,Venezuela,0.6880650994575045,0.8740601503759399
2011,Argentina,0.5700354609929078,0.7339357429718876
2011,Bolivia,0.7070422535211267,0.7972103004291845
2011,Brazil,0.7951699463327371,0.6849183477425552
2011,Chile,0.7509124087591241,0.7872539831302718
2011,Colombia,0.8458262350936968,0.7991803278688525
2011,Costa Rica,0.8807733619763695,0.864501679731243
2011,Ecuador,0.8359929078014184,0.7672253258845437
2011,El Salvador,0.935856992639327,0.8395061728395061
2011,Guatemala,0.7831858407079646,0.786053882725832
2011,Honduras,0.9011328527291452,0.8531317494600432
2011,Mexico,0.7267950963222417,0.7189189189189189
2011,Nicaragua,0.7752675386444708,0.89453125
2011,Panama,0.8831018518518519,0.7865459249676585
2011,Paraguay,0.8686131386861314,0.888015717092338
2011,Peru,0.827115559599636,0.8323293172690763
2011,Uruguay,0.6115942028985507,0.7050528789659224
2011,Venezuela,0.6109613656783468,0.8327205882352942
2013,Argentina,0.5843023255813954,0.7149122807017544
2013,Bolivia,0.5681818181818182,0.7121951219512195
2013,Brazil,0.8314606741573034,0.6984615384615385
2013,Chile,0.7312440645773979,0.5903490759753593
2013,Colombia,0.8180147058823529,0.6590389016018307
2013,Costa Rica,0.8441835645677694,0.6882494004796164
2013,Ecuador,0.8226822682268227,0.7217741935483871
2013,El Salvador,0.8884120171673819,0.7617602427921093
2013,España,0.6770216962524654,0.38657648283038504
2013,Guatemala,0.7916219119226638,0.7880986937590712
2013,Honduras,0.8916309012875536,0.8977119784656796
2013,Mexico,0.728440366972477,0.6734926052332195
2013,Nicaragua,0.8191747572815534,0.7940717628705148
2013,Panama,0.9298245614035088,0.601078167115903
2013,Paraguay,0.8803016022620169,0.8288075560802833
2013,Peru,0.7890625,0.7043756670224119
2013,Rep. Dominicana,0.8967136150234741,0.7413194444444444
2013,Uruguay,0.714859437751004,0.7454981992797118
2013,Venezuela,0.6178637200736649,0.7643129770992366
2015,Argentina,0.5025,0.5016666666666667
2015,Bolivia,0.43666666666666665,0.4633333333333333
2015,Brazil,0.6544,0.4832
2015,Chile,0.5833333333333334,0.5575
2015,Colombia,0.7316666666666667,0.42333333333333334
2015,Costa Rica,0.776,0.631
2015,Ecuador,0.7466666666666667,0.5325
2015,El Salvador,0.771,0.44
2015,Guatemala,0.798,0.585
2015,Honduras,0.806,0.579
2015,Mexico,0.7083333333333334,0.48333333333333334
2015,Nicaragua,0.621,0.488
2015,Panama,0.707,0.391
2015,Paraguay,0.49416666666666664,0.2975
2015,Peru,0.6916666666666667,0.5675
2015,Rep. Dominicana,0.834,0.546
2015,Uruguay,0.6025,0.42916666666666664
2015,Venezuela,0.5183333333333333,0.5958333333333333
2016,Argentina,0.6533980582524271,0.6696935300794552
2016,Bolivia,0.6717019133937563,0.7149270482603816
2016,Brazil,0.8557784145176696,0.7234468937875751
2016,Chile,0.7966417910447762,0.7555555555555555
2016,Colombia,0.8392050587172538,0.649103139013453
2016,Costa Rica,0.8432671081677704,0.7397260273972602
2016,Ecuador,0.8615384615384616,0.7674199623352166
2016,El Salvador,0.9024918743228603,0.7976782752902156
2016,Guatemala,0.8055260361317748,0.7207890743550834
2016,Honduras,0.9141949152542372,0.7989276139410187
2016,Mexico,0.845943482224248,0.6815286624203821
2016,Nicaragua,0.8547215496368039,0.7817638266068759
2016,Panama,0.8953229398663697,0.71900826446281
2016,Paraguay,0.9200385356454721,0.8308189655172413
2016,Peru,0.8754863813229572,0.778856526429342
2016,Rep. Dominicana,0.9238900634249472,0.7769784172661871
2016,Uruguay,0.7618090452261307,0.7290400972053463
2016,Venezuela,0.6821366024518388,0.6923783287419651
2017,Argentina,0.5558608058608059,0.7510373443983402
2017,Bolivia,0.5279850746268657,0.7474332648870636
2017,Brazil,0.7940886699507389,0.7398190045248869
2017,Chile,0.7879078694817658,0.8230088495575221
2017,Colombia,0.8314509122502172,0.6702355460385439
2017,Costa Rica,0.7340314136125654,0.7878787878787878
2017,Ecuador,0.8616187989556136,0.6755027422303473
2017,El Salvador,0.8345473465140478,0.7889039242219216
2017,Guatemala,0.7204301075268817,0.7749244712990937
2017,Honduras,0.8347280334728033,0.8084507042253521
2017,Mexico,0.4815745393634841,0.8236775818639799
2017,Nicaragua,0.7434497816593887,0.819364161849711
2017,Panama,0.8159041394335512,0.714824120603015
2017,Paraguay,0.8731808731808732,0.8518518518518519
2017,Peru,0.7561419472247498,0.7636186770428015
2017,Rep. Dominicana,0.8798735511064278,0.705045278137128
2017,Uruguay,0.6096408317580341,0.7731277533039648
2017,Venezuela,0.6248904469763366,0.76007326007326
2018,Argentina,0.5385338345864662,0.7328159645232816
2018,Bolivia,0.5234001910219676,0.6605995717344754
2018,Brazil,0.780373831775701,0.7635135135135135
2018,Chile,0.746954076850984,0.8015414258188824
2018,Colombia,0.7815985130111525,0.6910755148741419
2018,Costa Rica,0.7833511205976521,0.8106508875739645
2018,Ecuador,0.8340929808568824,0.7030947775628626
2018,El Salvador,0.6567796610169492,0.7225891677675033
2018,Guatemala,0.6598639455782312,0.7103448275862069
2018,Honduras,0.7510373443983402,0.8207831325301205
2018,Mexico,0.4493891797556719,0.7467105263157895
2018,Nicaragua,0.8061926605504587,0.7754237288135594
2018,Panama,0.8342665173572228,0.7367741935483871
2018,Paraguay,0.8645418326693227,0.8565989847715736
2018,Peru,0.6423076923076924,0.7280163599182005
2018,Rep. Dominicana,0.9067245119305857,0.7160493827160493
2018,Uruguay,0.5984015984015985,0.8143360752056404
2018,Venezuela,0.6397188049209139,0.6978683966635774
