satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Brazil,1.21582811830886,6.0,3.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,1.60228195788844,4.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Brazil,1.03068373343007,3.0,2.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.681704247197408,6.0,3.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,1.54156896874948,6.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.11596123216223,6.0,2.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.362507284558631,6.0,3.0,3.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Brazil,0.712504540407415,4.0,,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.571867122393961,4.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.61918270158004,3.0,2.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Don’t know (DO NOT READ),Brazil,0.98424108107862,6.0,2.0,2.0,
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,1.02188636495404,4.0,2.0,2.0,2.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,Brazil,0.4276639775796,4.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,0.74397415477482,6.0,2.0,4.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.622712969189543,6.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Brazil,0.730506697754224,6.0,2.0,,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.446552868372584,6.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.660124892410814,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.46101339550845,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Brazil,0.37198707738741,3.0,3.0,2.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,1.52648021177538,3.0,3.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.787749741169699,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,1.09465219259758,3.0,3.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.09465219259758,6.0,2.0,2.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Brazil,0.639586110221509,6.0,,2.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.474640091018604,3.0,,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.506488014981715,3.0,,,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,2.17661634106268,6.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.551678186924461,3.0,2.0,2.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Very unfavorable,Very bad,Brazil,2.17661634106268,6.0,,4.0,4.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Brazil,0.381039210497903,1.0,3.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,0.405178842972921,6.0,2.0,4.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Very bad,Brazil,1.21602974745743,4.0,1.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,2.17661634106268,4.0,3.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Brazil,2.17661634106268,4.0,,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,1.07485032314193,3.0,2.0,3.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat bad,Brazil,1.34180822956326,1.0,1.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Very favorable,Very bad,Brazil,0.446552868372584,6.0,2.0,1.0,4.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,Brazil,0.581114521410808,6.0,1.0,3.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.362507284558631,6.0,,,2.0
Very satisfied,Somewhat favorable,Very favorable,Very good,Brazil,0.749367315757275,1.0,2.0,1.0,1.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Brazil,1.03920805233481,3.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,2.17661634106268,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.26135454211067,4.0,2.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.541784863882536,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,2.09541074226921,3.0,2.0,2.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,1.02255637079611,1.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Brazil,0.82632725863532,3.0,3.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,1.67170797156387,4.0,3.0,2.0,3.0
Very satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,1.86811209502372,1.0,,,2.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Brazil,1.18075498003729,4.0,,3.0,3.0
Not at all satisfied,Somewhat favorable,Very favorable,Very bad,Brazil,0.362507284558631,6.0,2.0,1.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,1.2066820158649,3.0,,,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,1.67318382781388,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,0.840903028073778,3.0,2.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.726413892361305,4.0,2.0,3.0,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.571260032620234,3.0,,,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.362507284558631,4.0,3.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Very unfavorable,Very bad,Brazil,0.586314923158659,4.0,,4.0,4.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.41316362931766,3.0,2.0,1.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Brazil,1.98927817533323,6.0,,3.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,1.51315473174885,3.0,2.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.512124346931784,4.0,3.0,3.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.757164476979964,3.0,,,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.10899376537225,6.0,2.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Very favorable,Somewhat bad,Brazil,2.17661634106268,6.0,2.0,1.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,1.82404462118615,4.0,2.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.42393496285317,3.0,2.0,2.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,1.57320602432692,1.0,2.0,3.0,3.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,1.45282778472261,1.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,1.16367954670307,3.0,2.0,3.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Brazil,1.35258392051003,6.0,,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.546176789253257,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.538657738429708,4.0,2.0,3.0,4.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,1.03920805233481,,,,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Brazil,1.74989703589491,4.0,2.0,4.0,3.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.744092205363723,1.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Brazil,2.17661634106268,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.07731547685942,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.91730548815258,3.0,3.0,3.0,4.0
Not too satisfied,Very favorable,Very favorable,Somewhat bad,Brazil,0.863700681932097,4.0,1.0,1.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Brazil,0.362507284558631,4.0,,3.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.623441472856488,3.0,,,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,1.13486604881163,6.0,,,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.519604026167406,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.727152384003319,6.0,2.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Brazil,0.815863326064876,6.0,3.0,,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.745225103003665,3.0,3.0,3.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Brazil,1.15920922085484,4.0,,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.497495569635541,4.0,3.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Don’t know (DO NOT READ),Brazil,1.72934000198733,4.0,2.0,2.0,
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Brazil,0.445551605212516,3.0,4.0,4.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Brazil,0.538657738429708,4.0,,2.0,4.0
Not at all satisfied,Very unfavorable,Somewhat unfavorable,Very good,Brazil,0.362507284558631,6.0,4.0,3.0,1.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,1.24182257612435,6.0,3.0,3.0,3.0
Very satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.39228639362663,1.0,2.0,2.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.383356127401594,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.410676765797155,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,1.09963200877084,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.21582307619554,6.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.362507284558631,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,2.02405249081504,4.0,2.0,3.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Brazil,0.375138851280546,6.0,,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.718097240613348,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,2.17661634106268,4.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,1.06702063148661,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,1.07485032314193,4.0,3.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,2.13404126297322,6.0,2.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Brazil,0.763240105887688,6.0,2.0,4.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Brazil,0.69719312223125,6.0,,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.98006512469945,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.559734817569587,6.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Brazil,0.847725825327354,6.0,2.0,,4.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Brazil,0.975658994024031,4.0,,3.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,0.362507284558631,6.0,,,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,2.17661634106268,4.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.64705812251688,6.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.772806147236557,3.0,2.0,1.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.836747173085338,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.813991592834272,4.0,3.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.994639087666615,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,1.42703354267723,3.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.82632725863532,6.0,2.0,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Brazil,1.39228639362663,6.0,3.0,3.0,1.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Brazil,0.713516771338617,6.0,3.0,4.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.622712969189543,6.0,,,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.497495569635541,3.0,2.0,2.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,0.901722613673352,6.0,,,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Brazil,1.22098738925141,3.0,,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Brazil,1.06115450228267,6.0,3.0,,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Brazil,0.440149640667506,6.0,4.0,4.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Brazil,0.88819573454846,4.0,,,
Somewhat satisfied,Refused (DO NOT READ),Somewhat favorable,Somewhat bad,Brazil,0.512124346931784,3.0,,2.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,Brazil,0.772552267475445,4.0,1.0,3.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Brazil,1.06115450228267,6.0,,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,1.01297602996343,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.780543928600873,6.0,2.0,2.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.857586911299321,6.0,,,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.367248808682214,3.0,2.0,2.0,3.0
Not at all satisfied,Very unfavorable,Don’t know (DO NOT READ),Very bad,Brazil,0.58899973764598,6.0,4.0,,4.0
Somewhat satisfied,Very unfavorable,Don’t know (DO NOT READ),Very bad,Brazil,0.567091679011626,3.0,4.0,,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,1.11061182455513,4.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Brazil,0.432335000496833,4.0,2.0,,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,2.17661634106268,6.0,2.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.38948717388224,4.0,,,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.496732546616539,3.0,2.0,2.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,0.663222989823004,4.0,,,4.0
Somewhat satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Brazil,1.41578079974942,3.0,3.0,,2.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very good,Brazil,1.00910894058536,6.0,3.0,,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,1.07606128900992,6.0,2.0,3.0,4.0
Somewhat satisfied,Refused (DO NOT READ),Somewhat unfavorable,Somewhat good,Brazil,0.362507284558631,3.0,,3.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,1.13418335802325,4.0,,,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,1.14477372432792,4.0,2.0,3.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Brazil,1.0756631676576,3.0,,,
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.402961117043591,4.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.766712254803188,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,1.15006838220478,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.85841557383156,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Brazil,0.418373586542669,4.0,2.0,,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.772806147236558,3.0,3.0,3.0,3.0
Don’t know (DO NOT READ),Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.796037489278467,,2.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.537831583828799,4.0,,,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.962323937240765,6.0,2.0,2.0,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,1.0756631676576,3.0,,,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.490032562349725,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.847869925706339,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.972500553603142,6.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.910612120118062,3.0,3.0,2.0,3.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.362507284558631,,,,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very good,Brazil,0.671697471345651,6.0,,,1.0
Not at all satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Brazil,0.464095464542211,6.0,2.0,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,1.33229360182269,4.0,3.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.01297602996343,6.0,2.0,2.0,4.0
Somewhat satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.455674900120294,3.0,4.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Brazil,1.2625404915465,4.0,2.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Brazil,0.898185772464885,6.0,2.0,,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.928190929084422,3.0,2.0,2.0,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.745262591975014,3.0,,,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.367248808682214,4.0,2.0,3.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,0.994050832062993,3.0,,,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Brazil,0.634919196875009,6.0,,,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.765972117114717,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,Brazil,0.524353206988674,4.0,2.0,1.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.855667982986081,3.0,2.0,3.0,4.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Brazil,1.13418335802325,6.0,4.0,2.0,2.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Brazil,1.06115450228267,6.0,4.0,2.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,1.07731547685942,4.0,,,3.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Brazil,0.614544402263191,,,3.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Brazil,0.763240105887688,6.0,,,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Brazil,1.38777923113439,6.0,,,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.77525231487831,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,Brazil,0.596609705215371,4.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,2.17661634106268,6.0,2.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.11596123216223,6.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,1.46585992830435,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Brazil,0.805119131063517,4.0,3.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,1.54273476444661,6.0,2.0,2.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Brazil,1.20340877707734,4.0,,3.0,4.0
Not at all satisfied,Very unfavorable,Don’t know (DO NOT READ),Somewhat bad,Brazil,1.13418335802325,6.0,4.0,,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.362507284558631,3.0,2.0,2.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Brazil,1.63959430753161,3.0,,2.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Refused (DO NOT READ),Very bad,Brazil,2.17661634106268,4.0,,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.538657738429708,4.0,3.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.552606816618177,3.0,2.0,2.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,Brazil,1.58511655451311,3.0,,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.962323937240765,6.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,1.17161969352797,4.0,2.0,2.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Brazil,0.499963231771453,1.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,Brazil,0.994991139271083,3.0,3.0,,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,1.03068373343007,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.518467445629039,3.0,2.0,1.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.702813196898841,6.0,2.0,3.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Brazil,0.771367382223305,1.0,2.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,Brazil,1.55644235891315,3.0,1.0,2.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Brazil,0.507553805867652,6.0,,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Don’t know (DO NOT READ),Brazil,1.77639146909692,3.0,2.0,3.0,
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,0.362507284558631,6.0,2.0,4.0,4.0
