satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.702138803392311,3.0,,,4.0
Not at all satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,1.43739526415275,6.0,2.0,1.0,3.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.754158207741866,,,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Argentina,0.507170597333285,3.0,,4.0,3.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,0.353382453011082,3.0,2.0,,3.0
Very satisfied,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,Argentina,0.903342331375666,1.0,,2.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.519896637029219,3.0,,,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Argentina,0.783828470081348,6.0,4.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,0.718194969579241,4.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,1.11003361082294,4.0,2.0,2.0,3.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Argentina,0.6613801733881,6.0,4.0,2.0,4.0
Not at all satisfied,Very favorable,Very favorable,Very bad,Argentina,0.602327659123577,6.0,1.0,1.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Argentina,0.670328657154283,3.0,3.0,2.0,4.0
Not at all satisfied,Very unfavorable,Very favorable,Very bad,Argentina,1.80698297737073,6.0,4.0,1.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,Argentina,0.439807339679847,3.0,,2.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Refused (DO NOT READ),Somewhat bad,Argentina,0.281246035105016,4.0,,,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Argentina,0.866295757322522,3.0,3.0,4.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,2.74855678477046,6.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Very favorable,Very bad,Argentina,1.60190412072871,4.0,2.0,1.0,4.0
Not too satisfied,Very favorable,Very favorable,Somewhat bad,Argentina,0.389882234633441,4.0,1.0,1.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,2.74855678477046,6.0,1.0,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,0.374532841323916,6.0,3.0,,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Argentina,0.646029243036736,6.0,4.0,4.0,4.0
Not too satisfied,Very favorable,Somewhat favorable,Very good,Argentina,0.505446032344243,4.0,1.0,2.0,1.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,0.281299783527867,6.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Very favorable,Somewhat bad,Argentina,0.363993928901535,6.0,1.0,1.0,3.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,1.12359852397175,3.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,1.01024307696618,6.0,2.0,4.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.794521882874078,6.0,2.0,4.0,4.0
Very satisfied,Very favorable,Very favorable,Very good,Argentina,2.64470881377019,1.0,1.0,1.0,1.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.33243306083198,,,,4.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,0.45776236161812,4.0,1.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Argentina,0.325325506143839,4.0,3.0,3.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,0.533953921486568,6.0,3.0,3.0,3.0
Not too satisfied,Very favorable,Don’t know (DO NOT READ),Very bad,Argentina,2.74855678477046,4.0,1.0,,4.0
Not at all satisfied,Somewhat favorable,Very favorable,Very bad,Argentina,1.88067940808075,6.0,2.0,1.0,4.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,1.84435626286946,3.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.302163613980697,6.0,2.0,4.0,4.0
Not too satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,0.749065682647832,4.0,1.0,2.0,4.0
Somewhat satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Argentina,1.02285953764917,3.0,3.0,,2.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,1.10717484306643,6.0,,,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,1.03482268861199,4.0,,,3.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Argentina,0.367162538598901,3.0,4.0,2.0,2.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,1.87713600822923,4.0,2.0,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Argentina,2.03838577131779,4.0,3.0,2.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,1.58495793569824,6.0,1.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.887572013803362,3.0,2.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Argentina,0.443786006901681,4.0,3.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Argentina,2.72782555873281,3.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,0.677956308318661,3.0,1.0,2.0,3.0
Not too satisfied,Very unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,0.799904857939272,4.0,4.0,,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,1.46768181092342,3.0,,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Argentina,1.39470233604679,4.0,3.0,3.0,4.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Very bad,Argentina,1.10198196371959,4.0,4.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,0.509178099104058,4.0,2.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Argentina,1.43638993915848,6.0,2.0,3.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Argentina,1.35591261663732,6.0,,4.0,3.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat bad,Argentina,0.604327227961394,3.0,4.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Argentina,0.413831917583217,3.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Argentina,0.298018573590029,3.0,2.0,,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.745046433975072,6.0,2.0,4.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.405261921760007,4.0,,,3.0
Not at all satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,0.991798810513352,6.0,2.0,1.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Argentina,0.322761872118366,3.0,2.0,2.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.302163613980697,6.0,,,4.0
Somewhat satisfied,Very favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,2.71182523327464,3.0,1.0,,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,0.371791435771094,6.0,2.0,2.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.41382097537026,6.0,,,4.0
Somewhat satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,1.20002833889152,3.0,3.0,,3.0
Not at all satisfied,Very unfavorable,Don’t know (DO NOT READ),Somewhat good,Argentina,2.0192051378423,6.0,4.0,,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,2.0192051378423,3.0,3.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Argentina,0.371791435771094,6.0,3.0,3.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Argentina,0.708886664868888,4.0,3.0,2.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,1.04412941043995,4.0,,,3.0
Somewhat satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,0.424326302283808,3.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,0.281246035105016,6.0,2.0,2.0,4.0
Not too satisfied,Very favorable,Very favorable,Very bad,Argentina,0.644298534642566,4.0,1.0,1.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,1.33855835518774,6.0,,,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,0.371791435771094,6.0,2.0,2.0,3.0
Very satisfied,Don’t know (DO NOT READ),Very favorable,Very bad,Argentina,0.50919156274057,1.0,,1.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,1.86462773742227,3.0,,,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,2.20239265659996,6.0,,,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Argentina,0.504267507888531,3.0,2.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.94121003606472,4.0,,,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Argentina,0.47060501803236,3.0,3.0,3.0,1.0
Not at all satisfied,Very unfavorable,Very favorable,Somewhat bad,Argentina,1.10198196371959,6.0,4.0,1.0,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,1.10126527948208,6.0,,,4.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Very bad,Argentina,1.10126527948208,3.0,4.0,4.0,4.0
Not too satisfied,Very favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,1.77323718156336,4.0,1.0,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,2.74855678477046,3.0,,,3.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.43632665786762,6.0,,,4.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,2.60571121928432,4.0,2.0,,3.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,0.525159731107135,3.0,2.0,,4.0
Not at all satisfied,Very favorable,Very favorable,Very bad,Argentina,1.02285953764917,6.0,1.0,1.0,4.0
Very satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.997293550798814,1.0,2.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Argentina,1.0838427879643,4.0,3.0,2.0,3.0
Very satisfied,Somewhat favorable,Very favorable,Very bad,Argentina,1.68010326305218,1.0,2.0,1.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,1.15264337895623,6.0,2.0,4.0,4.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Argentina,2.49167115607534,6.0,4.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,2.09205350407019,3.0,1.0,2.0,3.0
Very satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Argentina,0.550990981859795,1.0,4.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Very favorable,Somewhat bad,Argentina,0.912483684484095,6.0,2.0,1.0,3.0
Not at all satisfied,Very unfavorable,Very favorable,Somewhat good,Argentina,1.02191177992955,6.0,4.0,1.0,2.0
Not too satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Argentina,0.887548545333248,4.0,4.0,2.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,0.556273476102603,6.0,1.0,2.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,0.544768079355461,4.0,3.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Very bad,Argentina,0.344859931319348,3.0,4.0,2.0,4.0
Very satisfied,Very favorable,Very unfavorable,Very bad,Argentina,0.906490841942091,1.0,1.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,0.800273827419975,3.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Refused (DO NOT READ),Argentina,1.70026091676847,3.0,3.0,3.0,
Not at all satisfied,Don’t know (DO NOT READ),Somewhat favorable,Very bad,Argentina,0.604327227961394,6.0,,2.0,4.0
Not at all satisfied,Very unfavorable,Somewhat unfavorable,Very bad,Argentina,1.13350727784565,6.0,4.0,3.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Argentina,1.47797851130545,4.0,,,2.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Argentina,0.371791435771094,3.0,4.0,2.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,1.11003361082294,4.0,,,4.0
Not at all satisfied,Very favorable,Very favorable,Very bad,Argentina,2.74855678477046,6.0,1.0,1.0,4.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Argentina,1.09209599731381,3.0,4.0,2.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Very unfavorable,Very bad,Argentina,1.10442926165631,6.0,,4.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Argentina,2.4234277262422,6.0,2.0,4.0,3.0
Not too satisfied,Somewhat favorable,Very favorable,Very bad,Argentina,0.82764195074052,4.0,2.0,1.0,4.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Argentina,0.955291434259573,4.0,4.0,4.0,3.0
Not too satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,0.501212779740864,4.0,1.0,2.0,4.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,0.995154449153506,4.0,2.0,,4.0
Not too satisfied,Refused (DO NOT READ),Refused (DO NOT READ),Somewhat bad,Argentina,0.379433243522452,4.0,,,3.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Argentina,1.51440385338173,,,,2.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,0.583693884988871,6.0,3.0,,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,Argentina,2.66940283907072,3.0,,2.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Argentina,0.858267693186438,6.0,,3.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Argentina,0.550990981859795,4.0,,4.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,Argentina,0.718194969579241,6.0,1.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Argentina,0.600617045530092,4.0,2.0,3.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,0.684425388077776,6.0,3.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,1.23341534443377,6.0,2.0,2.0,4.0
Somewhat satisfied,Very favorable,Very favorable,Somewhat bad,Argentina,1.49273167373026,3.0,1.0,1.0,3.0
Not at all satisfied,Very unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,0.844269280980851,6.0,4.0,,4.0
Not too satisfied,Don’t know (DO NOT READ),Very unfavorable,Very bad,Argentina,1.26699764107816,4.0,,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,Argentina,2.74855678477046,3.0,1.0,4.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,1.05783974693107,4.0,,,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,1.91848072594615,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,0.835339807372469,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,1.41831356929015,4.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.700251321926335,6.0,2.0,4.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,Argentina,0.577796345244344,6.0,1.0,2.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Argentina,0.82764195074052,3.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,1.2791517296291,4.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,1.30927908794794,4.0,2.0,,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.509178099104058,6.0,,,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Argentina,0.479506253625861,6.0,2.0,4.0,4.0
Somewhat satisfied,Very unfavorable,Very favorable,Somewhat good,Argentina,0.589999292595719,3.0,4.0,1.0,2.0
Very satisfied,Very unfavorable,Very unfavorable,Very bad,Argentina,0.682909805858357,1.0,4.0,4.0,4.0
Somewhat satisfied,Very favorable,Don’t know (DO NOT READ),Very good,Argentina,1.10198196371959,3.0,1.0,,1.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,Argentina,0.345252589450835,6.0,1.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Argentina,1.03079829614482,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,Argentina,0.732340360757552,3.0,1.0,2.0,2.0
Very satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,0.82764195074052,1.0,2.0,2.0,4.0
Somewhat satisfied,Very unfavorable,Very favorable,Very bad,Argentina,1.52753429731217,3.0,4.0,1.0,4.0
Not too satisfied,Very unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,2.74855678477046,4.0,4.0,,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,2.10720656525851,6.0,,,3.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,1.27689816233618,4.0,1.0,2.0,3.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,0.63844908116809,4.0,2.0,,3.0
Somewhat satisfied,Somewhat favorable,Very favorable,Very bad,Argentina,0.700251321926335,3.0,2.0,1.0,4.0
Somewhat satisfied,Very favorable,Very favorable,Very bad,Argentina,1.36581961171671,3.0,1.0,1.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.41382097537026,4.0,,,3.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,0.298018573590029,3.0,2.0,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Argentina,1.25103529969986,4.0,3.0,2.0,4.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Very bad,Argentina,0.635570416057755,3.0,4.0,2.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Very bad,Argentina,2.74495783972316,4.0,1.0,4.0,4.0
Not at all satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Argentina,0.752667837026826,6.0,2.0,,4.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Argentina,1.01947316460583,6.0,4.0,2.0,4.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,Argentina,1.25439124388787,4.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Don’t know (DO NOT READ),Very bad,Argentina,0.330111613591646,6.0,1.0,,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Argentina,1.20390751023915,4.0,2.0,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Argentina,0.281246035105016,6.0,3.0,,4.0
Very satisfied,Very unfavorable,Very favorable,Very good,Argentina,0.755028777583667,1.0,4.0,1.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Argentina,0.404507387658393,3.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Argentina,1.21352216297518,4.0,2.0,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Argentina,0.359004515453547,3.0,,,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Argentina,0.848652604567616,4.0,3.0,2.0,4.0
Somewhat satisfied,Very unfavorable,Very favorable,Somewhat good,Argentina,0.410284006109006,3.0,4.0,1.0,2.0
Very satisfied,Very unfavorable,Very unfavorable,Don’t know (DO NOT READ),Argentina,0.281246035105016,1.0,4.0,4.0,
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,Argentina,0.281246035105016,6.0,1.0,3.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,2.74855678477046,6.0,,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Argentina,0.918318303099658,4.0,3.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Argentina,1.36885077615555,4.0,3.0,4.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Argentina,0.643677459516407,6.0,,,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Argentina,0.291846942494436,3.0,3.0,2.0,3.0
