country_satis,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.18985024840215,,3.0,2.0,3.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,United Kingdom,2.79360490656962,,2.0,4.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,2.24544362320986,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.63505745193241,,2.0,3.0,3.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,2.79360490656962,,2.0,,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.667443838789037,,2.0,3.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.536092045830102,,4.0,3.0,2.0
 ,Refused (DO NOT READ),Refused (DO NOT READ),Somewhat good,United Kingdom,0.586157285722361,,,,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Very good,United Kingdom,0.658282453379009,,4.0,,1.0
 ,Very favorable,Somewhat favorable,Somewhat good,United Kingdom,1.33573052865888,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.652983248984673,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.818609906739007,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,2.79360490656962,,2.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.313562780636041,,3.0,3.0,3.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.536092045830102,,2.0,,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,2.36112905201349,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.291893658865626,,2.0,2.0,3.0
 ,Very unfavorable,Somewhat favorable,Very bad,United Kingdom,2.4801370624186,,4.0,2.0,4.0
 ,Very unfavorable,Don’t know (DO NOT READ),Very bad,United Kingdom,0.358869782944031,,4.0,,4.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.558101996738576,,4.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.31610505746818,,3.0,2.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,United Kingdom,1.08439136509456,,3.0,4.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat good,United Kingdom,0.443960701485914,,3.0,4.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.26130340134885,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.76966682023535,,2.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,2.79360490656962,,4.0,4.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.58918571960528,,2.0,2.0,2.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.643766052940204,,1.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.852218993090245,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.5189909946939,,2.0,2.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.958343981339035,,4.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.83600600707905,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,2.79360490656962,,2.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.261346727161831,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.350538477529813,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.34738514194916,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.09359252958685,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Very good,United Kingdom,0.251069065184438,,2.0,3.0,1.0
 ,Somewhat favorable,Very favorable,Somewhat good,United Kingdom,0.530511990223535,,2.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.5189909946939,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.993623140074055,,2.0,2.0,2.0
 ,Somewhat unfavorable,Very favorable,Somewhat bad,United Kingdom,1.80542897234271,,3.0,1.0,3.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.362855918436207,,3.0,,2.0
 ,Somewhat unfavorable,Somewhat favorable,Very bad,United Kingdom,1.63706991521045,,3.0,2.0,4.0
 ,Very unfavorable,Somewhat favorable,Very bad,United Kingdom,0.41965702590496,,4.0,2.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.10925016902269,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.251069065184438,,3.0,3.0,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,United Kingdom,0.30628329538493,,3.0,,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.667443838789037,,3.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,United Kingdom,1.21619985639085,,2.0,3.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.875143329939475,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.261638795831218,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.592322632234411,,3.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.78861758264832,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.60590116590617,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.280128913255069,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.879380523752519,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,2.79360490656962,,3.0,3.0,3.0
 ,Very favorable,Very favorable,Very good,United Kingdom,1.05274363243644,,1.0,1.0,1.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.81580817660934,,2.0,3.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.344945499946251,,4.0,2.0,3.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,United Kingdom,0.427291563406121,,2.0,4.0,2.0
 ,Very favorable,Somewhat favorable,Very good,United Kingdom,2.79360490656962,,1.0,2.0,1.0
 ,Very favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,1.10925016902269,,1.0,,2.0
 ,Refused (DO NOT READ),Very favorable,Somewhat good,United Kingdom,2.79360490656962,,,1.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.717732484346296,,2.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.394299516911352,,3.0,3.0,3.0
 ,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,United Kingdom,1.67597842403995,,,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.285789873098438,,3.0,2.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.40454746860641,,4.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,1.37613265216681,,3.0,2.0,2.0
 ,Very unfavorable,Very favorable,Somewhat bad,United Kingdom,0.794752249730872,,4.0,1.0,3.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,0.653266146776677,,4.0,4.0,4.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.972634597494503,,3.0,2.0,3.0
 ,Very favorable,Very favorable,Don’t know (DO NOT READ),United Kingdom,0.995730088440092,,1.0,1.0,
 ,Very unfavorable,Don’t know (DO NOT READ),Very bad,United Kingdom,0.426501603869999,,4.0,,4.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.76966682023535,,1.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.753870300715241,,3.0,3.0,2.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.523405865837758,,4.0,2.0,3.0
 ,Very unfavorable,Very favorable,Somewhat good,United Kingdom,1.15942151344249,,4.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,1.34221868897639,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.251069065184438,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.5189909946939,,2.0,2.0,3.0
 ,Very unfavorable,Very favorable,Somewhat good,United Kingdom,1.64386634113373,,4.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.34687534992213,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.32446378796711,,2.0,3.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.311100041575131,,4.0,,2.0
 ,Very unfavorable,Very favorable,Very bad,United Kingdom,2.79360490656962,,4.0,1.0,4.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.586157285722361,,2.0,3.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.968288262832593,,4.0,3.0,3.0
 ,Very unfavorable,Somewhat unfavorable,Very bad,United Kingdom,0.552474687461261,,4.0,3.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.469286674291889,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,1.80715936372356,,2.0,2.0,3.0
 ,Somewhat unfavorable,Very favorable,Somewhat good,United Kingdom,0.634080952688019,,3.0,1.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.443960701485914,,2.0,2.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Somewhat bad,United Kingdom,1.76200596303327,,4.0,,3.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,United Kingdom,0.355765630752084,,3.0,,4.0
 ,Very unfavorable,Very favorable,Somewhat bad,United Kingdom,0.251069065184438,,4.0,1.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.995730088440092,,4.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Very bad,United Kingdom,0.841913336709566,,3.0,3.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.402949331710693,,2.0,2.0,2.0
 ,Somewhat favorable,Very favorable,Somewhat good,United Kingdom,2.79360490656962,,2.0,1.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,United Kingdom,1.29630499288607,,2.0,3.0,4.0
 ,Very unfavorable,Somewhat favorable,Don’t know (DO NOT READ),United Kingdom,0.558101996738576,,4.0,2.0,
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.857230392065172,,2.0,,2.0
 ,Refused (DO NOT READ),Don’t know (DO NOT READ),Very good,United Kingdom,0.82730366301046,,,,1.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,0.281490324280392,,4.0,4.0,4.0
 ,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,United Kingdom,0.483103835007101,,,3.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.31610505746818,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Very good,United Kingdom,0.558101996738576,,3.0,2.0,1.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.251069065184438,,2.0,,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.66115693166199,,3.0,3.0,2.0
 ,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,United Kingdom,0.597490808804204,,,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Very bad,United Kingdom,1.06822716535968,,2.0,2.0,4.0
 ,Very favorable,Very unfavorable,Somewhat good,United Kingdom,0.744863871571524,,1.0,4.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.285687846520943,,3.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.410487992524743,,2.0,2.0,2.0
 ,Very favorable,Somewhat unfavorable,Very bad,United Kingdom,0.663007508889582,,1.0,3.0,4.0
 ,Very favorable,Very favorable,Somewhat bad,United Kingdom,0.729014078972827,,1.0,1.0,3.0
 ,Somewhat favorable,Somewhat favorable,Don’t know (DO NOT READ),United Kingdom,1.05710824085871,,2.0,2.0,
 ,Very unfavorable,Very unfavorable,Somewhat good,United Kingdom,0.800663111403293,,4.0,4.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Very good,United Kingdom,1.10580507990627,,4.0,3.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.31563520983789,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.650537342636245,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.260215361678722,,3.0,3.0,3.0
 ,Somewhat favorable,Very unfavorable,Very good,United Kingdom,0.436129999583677,,2.0,4.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.309019716031613,,3.0,3.0,3.0
 ,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very good,United Kingdom,0.354298538903753,,,,1.0
 ,Somewhat unfavorable,Somewhat favorable,Very bad,United Kingdom,0.290051509271979,,3.0,2.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.251069065184438,,3.0,3.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Very bad,United Kingdom,1.29003549174422,,4.0,,4.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.849794615428737,,1.0,3.0,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,United Kingdom,1.34421390272153,,3.0,,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,0.433663241882752,,3.0,2.0,2.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,United Kingdom,0.288855406646918,,3.0,4.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.32392919061595,,2.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,2.79360490656962,,3.0,2.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat bad,United Kingdom,1.80542897234271,,2.0,4.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.79697155601244,,2.0,2.0,2.0
 ,Very favorable,Somewhat favorable,Very good,United Kingdom,0.251069065184438,,1.0,2.0,1.0
 ,Very unfavorable,Somewhat favorable,Very bad,United Kingdom,0.280128913255069,,4.0,2.0,4.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,United Kingdom,0.388506197343056,,2.0,3.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.85892506902695,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,1.24449633235885,,2.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Very bad,United Kingdom,0.995730088440092,,3.0,3.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Very bad,United Kingdom,2.36112905201349,,3.0,3.0,4.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.10955829136255,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,1.29003549174422,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.80300674018081,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.260215361678722,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Very bad,United Kingdom,1.47983758640056,,3.0,3.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.63675007204017,,3.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.291893658865626,,3.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,1.12056031174509,,3.0,2.0,2.0
 ,Very unfavorable,Somewhat favorable,Don’t know (DO NOT READ),United Kingdom,0.565605443854396,,4.0,2.0,
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,United Kingdom,2.44369718369819,,2.0,,3.0
 ,Very favorable,Very favorable,Somewhat bad,United Kingdom,0.78561591384278,,1.0,1.0,3.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.469080128860619,,4.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.34421390272153,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.880300098020927,,3.0,3.0,3.0
 ,Very favorable,Very favorable,Somewhat good,United Kingdom,1.07193051851598,,1.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.285789873098438,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.06822716535968,,2.0,2.0,2.0
 ,Very favorable,Somewhat favorable,Somewhat good,United Kingdom,1.12943092338458,,1.0,2.0,2.0
 ,Very unfavorable,Very favorable,Very bad,United Kingdom,2.79360490656962,,4.0,1.0,4.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,1.27657294892186,,4.0,4.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Don’t know (DO NOT READ),United Kingdom,2.79360490656962,,3.0,3.0,
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.6023858747585,,2.0,3.0,3.0
 ,Very unfavorable,Very unfavorable,Somewhat bad,United Kingdom,0.443960701485914,,4.0,4.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.531914063021618,,2.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.251069065184438,,2.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Don’t know (DO NOT READ),United Kingdom,1.00148888803891,,3.0,3.0,
 ,Very favorable,Somewhat favorable,Somewhat good,United Kingdom,0.29258228782521,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,0.287604956563847,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Very bad,United Kingdom,0.47793576840693,,2.0,2.0,4.0
 ,Very unfavorable,Somewhat favorable,Very good,United Kingdom,0.729768758196758,,4.0,2.0,1.0
 ,Somewhat unfavorable,Very favorable,Somewhat bad,United Kingdom,0.346765966065492,,3.0,1.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat good,United Kingdom,1.96955819579501,,1.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,0.852010134734487,,4.0,4.0,4.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.63841141917259,,2.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.285789873098438,,2.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.24507887513403,,2.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat good,United Kingdom,0.531325938676351,,4.0,4.0,2.0
 ,Very unfavorable,Very favorable,Somewhat bad,United Kingdom,0.742793920000139,,4.0,1.0,3.0
 ,Very favorable,Very favorable,Don’t know (DO NOT READ),United Kingdom,1.85054025042664,,1.0,1.0,
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.586157285722361,,2.0,2.0,3.0
 ,Very favorable,Very favorable,Somewhat good,United Kingdom,2.79360490656962,,1.0,1.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,United Kingdom,0.818609906739007,,2.0,3.0,4.0
 ,Somewhat unfavorable,Somewhat favorable,Very bad,United Kingdom,0.358882387678726,,3.0,2.0,4.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Don’t know (DO NOT READ),United Kingdom,1.81689545378287,,3.0,,
 ,Somewhat favorable,Very unfavorable,Somewhat bad,United Kingdom,1.19833061200988,,2.0,4.0,3.0
 ,Somewhat favorable,Somewhat favorable,Don’t know (DO NOT READ),United Kingdom,0.51571562703536,,2.0,2.0,
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,0.403763503651099,,3.0,2.0,2.0
 ,Very favorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.631014258292239,,1.0,,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.993623140074055,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.756050029612994,,2.0,2.0,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,United Kingdom,0.251069065184438,,3.0,,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,2.37436545865694,,3.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.643766052940204,,2.0,2.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,1.32446378796711,,4.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.339877323524205,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.556593381334811,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.290051509271979,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,2.79360490656962,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.00407431266913,,2.0,2.0,2.0
 ,Very favorable,Somewhat favorable,Somewhat good,United Kingdom,0.995924667608698,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.411627976750404,,3.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,2.79360490656962,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,2.19422825875759,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.483632085526131,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.631014258292239,,2.0,2.0,3.0
 ,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,United Kingdom,1.04120463854329,,,,2.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.818609906739007,,4.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.498355662128448,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,1.08843108187045,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.898997040439806,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.948914242352282,,2.0,2.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Very bad,United Kingdom,0.301959948372432,,3.0,4.0,4.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,United Kingdom,0.34526482216756,,2.0,,3.0
 ,Somewhat favorable,Very favorable,Somewhat good,United Kingdom,0.530899790772474,,2.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.558101996738576,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,1.07714004155068,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,0.308409088137792,,3.0,2.0,2.0
 ,Don’t know (DO NOT READ),Somewhat unfavorable,Very good,United Kingdom,2.52740594537317,,,3.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.626237859709193,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.251069065184438,,3.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,0.290051509271979,,3.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.658823248711296,,3.0,3.0,2.0
 ,Somewhat unfavorable,Very favorable,Somewhat bad,United Kingdom,0.592322632234411,,3.0,1.0,3.0
 ,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,United Kingdom,1.79761330139976,,,4.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,United Kingdom,0.36078776310152,,3.0,4.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,0.539739851611632,,2.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United Kingdom,1.21358276082125,,3.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat bad,United Kingdom,2.2463788412016,,4.0,4.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,1.20584682973876,,2.0,2.0,3.0
 ,Very favorable,Somewhat unfavorable,Somewhat bad,United Kingdom,0.411627976750404,,1.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United Kingdom,0.416609099822149,,2.0,2.0,3.0
 ,Don’t know (DO NOT READ),Very favorable,Somewhat good,United Kingdom,1.57250854707688,,,1.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,0.652983248984673,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,0.251069065184438,,3.0,2.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,United Kingdom,2.36112905201349,,4.0,2.0,3.0
 ,Very unfavorable,Very unfavorable,Very bad,United Kingdom,0.290051509271979,,4.0,4.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United Kingdom,2.02124877047612,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United Kingdom,1.40454746860641,,2.0,3.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Don’t know (DO NOT READ),United Kingdom,1.85054025042664,,4.0,,
