satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,1.14340331871472,6.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.806283286237361,3.0,3.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,Sweden ,1.14340331871472,6.0,1.0,4.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.29467998467982,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.705745497520394,3.0,3.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.918045864823209,3.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.263505879005618,1.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.626159256669174,3.0,2.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Sweden ,0.936152739915031,1.0,3.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.261935798843017,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,1.13017992845786,4.0,2.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,Sweden ,0.663673836255891,1.0,1.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.524337314281339,4.0,3.0,3.0,2.0
Very satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.599016525054037,1.0,4.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat favorable,Very good,Sweden ,0.38105216567605,1.0,3.0,2.0,1.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.1176936302176,4.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.451597687887984,3.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.37358587153885,1.0,2.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.166951348896669,3.0,1.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,1.28194061013676,6.0,2.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,1.70046032005071,4.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.505455621327406,3.0,2.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,Sweden ,0.379053999582276,1.0,1.0,4.0,1.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat good,Sweden ,0.362622778820587,6.0,4.0,4.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Sweden ,2.39248847800283,1.0,3.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.45879423283145,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,2.93627160836794,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.828104872329075,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.705745497520394,4.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.510197627054157,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very favorable,Very bad,Sweden ,0.379053999582276,3.0,2.0,1.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.576137464706686,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,2.29467998467982,4.0,2.0,4.0,3.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.285760690660981,1.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,1.69321232395933,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Sweden ,0.866152746880726,3.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.80899019973872,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Sweden ,0.451597687887984,3.0,3.0,2.0,3.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.22830516544497,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.373681932515176,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.510197627054157,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,1.70046032005071,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,2.0,3.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.34002810601069,4.0,1.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.68479934963523,1.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Sweden ,0.500329488756498,6.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.350710572063394,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.322693464453869,3.0,3.0,4.0,1.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,1.27507315010231,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,1.28194061013676,4.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,3.0,4.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,0.350710572063394,1.0,2.0,4.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,Sweden ,2.93627160836794,1.0,1.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.130945642434591,6.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,1.85363230289473,4.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.727401510228349,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Sweden ,2.66751327319924,6.0,2.0,2.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.34002810601069,1.0,2.0,3.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Sweden ,1.57179722015476,4.0,,4.0,3.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.395286669533839,1.0,3.0,4.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,2.79280834119231,3.0,3.0,2.0,2.0
Very satisfied,Very unfavorable,Very unfavorable,Very good,Sweden ,2.80899019973872,1.0,4.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.510197627054157,3.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.133792579574927,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.53092335517663,3.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.505455621327406,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.395286669533839,3.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Very good,Sweden ,0.130945642434591,1.0,2.0,4.0,1.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,1.79570940575289,1.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.261935798843017,3.0,3.0,4.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Sweden ,0.485130455419129,3.0,,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Sweden ,1.34002810601069,3.0,2.0,3.0,1.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,1.79570940575289,1.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.28194061013676,4.0,2.0,3.0,2.0
Somewhat satisfied,Very unfavorable,Very favorable,Somewhat good,Sweden ,2.27494006904765,3.0,4.0,1.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Sweden ,0.318961289127392,3.0,2.0,3.0,1.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.350710572063394,1.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.60808418948228,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.382034609599916,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,1.57330990379549,4.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.45879423283145,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Sweden ,0.510197627054157,3.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,1.85363230289473,3.0,3.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.28194235951906,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,1.46456093809132,4.0,3.0,4.0,1.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.510197627054157,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.78688192095649,3.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.10627178416156,1.0,2.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.39248847800283,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,1.64459997123112,3.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.379053999582276,1.0,2.0,2.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.285760690660981,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.261935798843017,3.0,2.0,2.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.862463085316556,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.5828784183775,3.0,2.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Sweden ,2.93627160836794,6.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.1176936302176,6.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.174611562283558,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Sweden ,2.93627160836794,4.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.80899019973872,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.350710572063394,4.0,3.0,3.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.614048212215973,1.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,2.40430775683566,4.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.866152746880726,1.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.130945642434591,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,2.93627160836794,3.0,2.0,2.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.705745497520394,1.0,3.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Sweden ,0.130945642434591,4.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.49502903868667,3.0,3.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Sweden ,1.32862022868112,6.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,4.0,2.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Sweden ,0.273373545297952,1.0,3.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.451597687887984,3.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat favorable,Very good,Sweden ,0.323397516132706,1.0,2.0,2.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.408006005667875,3.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.838899753815371,4.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,0.350710572063394,4.0,2.0,4.0,3.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.285760690660981,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,1.85363230289473,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.505455621327406,3.0,3.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.23368046573332,1.0,3.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,0.571604503058683,6.0,3.0,3.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,0.350710572063394,1.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,1.47849985887499,3.0,3.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Sweden ,1.26328790478459,4.0,3.0,3.0,3.0
Not at all satisfied,Refused (DO NOT READ),Very unfavorable,Don’t know (DO NOT READ),Sweden ,2.93627160836794,6.0,,4.0,
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.326469059389126,1.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Sweden ,0.446374987928749,6.0,3.0,4.0,4.0
Very satisfied,Somewhat favorable,Very unfavorable,Very good,Sweden ,2.86558581625136,1.0,2.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,Sweden ,0.786118661974631,3.0,1.0,3.0,1.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,1.70046032005071,1.0,2.0,4.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.130945642434591,1.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very good,Sweden ,1.16549244520204,3.0,2.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.485130455419129,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,1.14340331871472,4.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.866152746880726,1.0,2.0,4.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.19098484287858,1.0,3.0,4.0,1.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.485130455419129,1.0,2.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,Sweden ,0.524337314281339,1.0,1.0,4.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.485130455419129,1.0,3.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.261935798843017,6.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.510197627054157,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,3.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,Sweden ,0.866152746880726,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat favorable,Very good,Sweden ,0.24383049922191,1.0,1.0,2.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,Sweden ,2.93627160836794,3.0,1.0,2.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.626159256669174,1.0,3.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,2.80899019973872,1.0,3.0,4.0,1.0
Very satisfied,Somewhat favorable,Very unfavorable,Very good,Sweden ,0.213426570935211,1.0,2.0,4.0,1.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.992992877285749,1.0,2.0,2.0,2.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.887320248636935,1.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Sweden ,1.14340331871472,3.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.467660624353643,3.0,3.0,4.0,1.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.576137464706686,1.0,3.0,4.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.435335391367864,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.504214150786669,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,0.866152746880726,4.0,2.0,4.0,3.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.285760690660981,1.0,2.0,2.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Very good,Sweden ,2.55188199236597,3.0,4.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Sweden ,0.435335391367864,6.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,1.37358587153885,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.395286669533839,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Sweden ,0.626159256669174,3.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.866152746880726,3.0,2.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.285760690660981,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.451597687887984,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.68479934963523,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.467660624353643,3.0,3.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,Sweden ,0.312317288948515,6.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Don’t know (DO NOT READ),Sweden ,0.467660624353643,3.0,3.0,3.0,
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.395286669533839,3.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,2.27494006904765,1.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.285760690660981,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.451597687887984,4.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.93627160836794,6.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,3.0,3.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Sweden ,1.46456093809132,3.0,4.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.599016525054037,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.936152739915031,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,0.705745497520394,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.283104702550219,3.0,3.0,4.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.241010614239101,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,1.41116561490175,3.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Very favorable,Somewhat good,Sweden ,0.95280226353491,1.0,2.0,1.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,2.0,3.0,2.0
Very satisfied,Very favorable,Somewhat favorable,Very good,Sweden ,0.505455621327406,1.0,1.0,2.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.407416159794543,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.778461799597607,3.0,3.0,3.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Sweden ,0.676763660757317,3.0,4.0,4.0,3.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.866152746880726,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.61482960991609,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.936152739915031,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,0.295516931194363,3.0,3.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Sweden ,1.28194061013676,6.0,3.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.866152746880726,3.0,3.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Sweden ,0.16254221297576,6.0,3.0,3.0,4.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,0.806283286237361,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,3.0,4.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,1.28194061013676,1.0,3.0,4.0,1.0
Somewhat satisfied,Very unfavorable,Don’t know (DO NOT READ),Very good,Sweden ,0.705745497520394,3.0,4.0,,1.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Sweden ,2.28877896327622,3.0,4.0,4.0,2.0
Somewhat satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Sweden ,2.93627160836794,3.0,4.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.130945642434591,3.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.430300763884752,1.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Very good,Sweden ,1.53092335517663,1.0,2.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Sweden ,2.0932026314086,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Sweden ,2.93627160836794,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very good,Sweden ,0.510197627054157,3.0,3.0,4.0,1.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Sweden ,1.21897402193182,1.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Sweden ,0.676763660757317,3.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Sweden ,0.485130455419129,3.0,2.0,3.0,2.0
