q2,q10a,q10c,q4,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.64513993503619,5.0,4.0,3.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.0474327185116,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,1.18713483766241,5.0,2.0,2.0,4.0
Dissatisfied,Very favorable,Don’t know,Somewhat bad,Lebanon,1.06360606410744,5.0,1.0,,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.48068419841353,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.202916370253154,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.27134671681733,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,1.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.326920818718647,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.18713483766241,5.0,2.0,4.0,3.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.395873886882921,5.0,4.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,0.980360427695505,5.0,1.0,3.0,4.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,Lebanon,0.23752433230077,2.0,1.0,2.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.264688057012659,5.0,2.0,4.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.730199491023562,5.0,1.0,3.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.85208035984982,5.0,1.0,4.0,4.0
Satisfied,Very unfavorable,Very unfavorable,Somewhat good,Lebanon,0.44114676137014,2.0,4.0,4.0,2.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.18713483766241,5.0,4.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,0.505603747652937,5.0,1.0,3.0,4.0
Dissatisfied,Somewhat favorable,Don’t know,Very bad,Lebanon,0.27134671681733,5.0,2.0,,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,0.505603747652937,5.0,1.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,Lebanon,0.655262456905786,5.0,1.0,2.0,2.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.94952585565721,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.03750591065748,5.0,2.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.06530461876208,5.0,4.0,4.0,4.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.709020272042265,2.0,2.0,3.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,0.879750520785058,5.0,1.0,4.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,1.07579115626513,5.0,1.0,4.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.06530461876208,5.0,2.0,4.0,4.0
Dissatisfied,Very unfavorable,Don’t know,Very bad,Lebanon,0.264688057012659,5.0,4.0,,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.60897938241535,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.37279613521892,5.0,3.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,1.60897938241535,5.0,4.0,4.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.879750520785058,5.0,2.0,4.0,4.0
Don’t know,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,2.20875269040552,,3.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.872860598759665,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.52773433322495,5.0,3.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,1.03750591065748,5.0,4.0,4.0,3.0
Dissatisfied,Very unfavorable,Somewhat favorable,Very bad,Lebanon,1.07579115626513,5.0,4.0,2.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.723080751964975,5.0,3.0,4.0,4.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.44114676137014,5.0,4.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,2.20875269040552,5.0,3.0,4.0,4.0
Satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.972682561364064,2.0,4.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,0.505603747652937,5.0,2.0,2.0,3.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,Lebanon,0.879750520785058,2.0,1.0,4.0,2.0
Dissatisfied,Very unfavorable,Don’t know,Very bad,Lebanon,0.655262456905786,5.0,4.0,,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.980360427695505,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.18713483766241,5.0,2.0,4.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.730199491023562,5.0,1.0,4.0,4.0
Satisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,2.0,4.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Don’t know,Lebanon,1.37094994586349,5.0,4.0,4.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,1.18170045255295,5.0,3.0,4.0,3.0
Satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Lebanon,0.505603747652937,2.0,3.0,4.0,2.0
Satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Lebanon,1.78829375362621,2.0,3.0,4.0,2.0
Satisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.85208035984982,2.0,4.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.78829375362621,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.395873886882921,5.0,2.0,4.0,3.0
Dissatisfied,Very favorable,Don’t know,Very bad,Lebanon,0.965387630144289,5.0,1.0,,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Don’t know,Lebanon,0.243499644303785,5.0,4.0,4.0,
Satisfied,Very favorable,Very unfavorable,Somewhat good,Lebanon,0.243499644303785,2.0,1.0,4.0,2.0
Satisfied,Very favorable,Somewhat favorable,Very bad,Lebanon,0.23752433230077,2.0,1.0,2.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.546052047421488,5.0,3.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Lebanon,1.07579115626513,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Lebanon,1.32872835119891,5.0,3.0,4.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Don’t know,Lebanon,0.965387630144289,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,4.0,4.0,4.0
Satisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.243499644303785,2.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,1.06530461876208,5.0,1.0,3.0,4.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,Lebanon,0.571726202689963,2.0,1.0,4.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.27134671681733,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.767595364669699,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Don’t know,Lebanon,0.44114676137014,5.0,2.0,4.0,
Satisfied,Very favorable,Don’t know,Very bad,Lebanon,1.07579115626513,2.0,1.0,,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,0.505603747652937,5.0,1.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,2.06561461722489,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.980360427695505,5.0,1.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat good,Lebanon,0.27134671681733,5.0,4.0,4.0,2.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Lebanon,1.07579115626513,5.0,1.0,3.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.655262456905786,5.0,2.0,4.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.264688057012659,5.0,2.0,3.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.395873886882921,5.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.326920818718647,5.0,2.0,4.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.264688057012659,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.726856833462634,5.0,3.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.980360427695505,5.0,1.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,0.980360427695505,5.0,1.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,1.18713483766241,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.560846322161098,5.0,3.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.1028544375151,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.41778827258954,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Lebanon,0.712280903110288,5.0,3.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.72917651651746,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.264688057012659,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.23752433230077,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.931031424191664,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,1.06530461876208,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,1.00639938663168,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.06530461876208,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.326920818718647,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.23752433230077,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.879750520785058,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,1.85363003636989,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.989673530616408,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,0.187885528027211,5.0,2.0,2.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.505603747652937,5.0,2.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.487114387462028,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.85208035984982,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.85208035984982,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.633426496791266,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.989673530616408,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.264688057012659,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.264688057012659,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.264688057012659,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.79298525915093,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.364308091998143,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.730199491023562,5.0,2.0,3.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.52773433322495,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.85208035984982,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.64513993503619,5.0,2.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.75113493247827,5.0,4.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.652262841002332,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.954453038264919,5.0,2.0,3.0,3.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.395873886882921,5.0,1.0,3.0,3.0
Dissatisfied,Very unfavorable,Somewhat favorable,Very bad,Lebanon,0.505603747652937,5.0,4.0,2.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.75113493247827,5.0,3.0,3.0,4.0
Dissatisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,1.60897938241535,5.0,1.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat good,Lebanon,0.326920818718647,5.0,2.0,4.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.395873886882921,5.0,2.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.23752433230077,5.0,4.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.187885528027211,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,2.79962412498566,5.0,3.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.965387630144289,5.0,4.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.85208035984982,5.0,4.0,4.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.1028544375151,5.0,3.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,1.07579115626513,5.0,1.0,4.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.980360427695505,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,1.18713483766241,5.0,3.0,3.0,3.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,2.06561461722489,5.0,1.0,4.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.326920818718647,5.0,4.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.965387630144289,5.0,2.0,3.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,0.264688057012659,5.0,1.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,0.264688057012659,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.563425533242267,5.0,3.0,4.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.712280903110288,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.07579115626513,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.264688057012659,5.0,2.0,4.0,4.0
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.187885528027211,2.0,3.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,0.168096625964272,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,0.989673530616408,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Don’t know,Lebanon,0.989673530616408,5.0,2.0,4.0,
Satisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.112731316897493,2.0,4.0,3.0,4.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.63918277171746,5.0,4.0,3.0,4.0
Satisfied,Very favorable,Don’t know,Very bad,Lebanon,0.264688057012659,2.0,1.0,,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.187885528027211,5.0,3.0,4.0,3.0
Satisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.505603747652937,2.0,4.0,4.0,4.0
Dissatisfied,Very unfavorable,Don’t know,Very bad,Lebanon,0.712280903110288,5.0,4.0,,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.879750520785058,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,1.1028544375151,5.0,3.0,4.0,3.0
Satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.63918277171746,2.0,3.0,4.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.364308091998143,5.0,3.0,3.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,1.48068419841353,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.37094994586349,5.0,3.0,3.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.989673530616408,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,1.1028544375151,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.879750520785058,5.0,3.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.735711638249572,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.44114676137014,5.0,3.0,3.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.886338386756203,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,0.82472794218034,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.505603747652937,5.0,3.0,3.0,3.0
Satisfied,Very favorable,Somewhat unfavorable,Very bad,Lebanon,0.965387630144289,2.0,1.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.633426496791266,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.0474327185116,5.0,3.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,1.02249643181978,5.0,2.0,2.0,4.0
Dissatisfied,Somewhat unfavorable,Very favorable,Very bad,Lebanon,0.886338386756203,5.0,3.0,1.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.86751063768946,5.0,2.0,4.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,1.13943102678865,2.0,2.0,2.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.13943102678865,5.0,4.0,4.0,4.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Lebanon,0.972682561364064,2.0,2.0,2.0,2.0
Dissatisfied,Very favorable,Very favorable,Somewhat good,Lebanon,0.705866329870205,5.0,1.0,1.0,2.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,0.872860598759665,5.0,2.0,1.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,0.807997077812017,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,0.648874281478463,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,3.67810939990357,5.0,2.0,2.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Very bad,Lebanon,0.633426496791266,5.0,1.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Lebanon,0.633426496791266,5.0,2.0,3.0,3.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,1.1028544375151,5.0,4.0,4.0,4.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Lebanon,1.91904587784416,5.0,3.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Lebanon,0.201715951157127,5.0,3.0,2.0,4.0
Don’t know,Somewhat favorable,Very favorable,Somewhat bad,Lebanon,0.27134671681733,,2.0,1.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Very bad,Lebanon,1.1028544375151,5.0,3.0,4.0,4.0
Don’t know,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,5.63014334648081,,2.0,2.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,1.00055087131603,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Lebanon,5.35289995888196,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Lebanon,1.30429360497032,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Lebanon,0.652262841002332,5.0,2.0,2.0,2.0
Dissatisfied,Very favorable,Somewhat unfavorable,Somewhat good,Lebanon,6.75017995486262,5.0,1.0,3.0,2.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Lebanon,5.22834751513556,5.0,4.0,4.0,3.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Lebanon,0.605714027885528,5.0,3.0,4.0,3.0
Dissatisfied,Very unfavorable,Somewhat unfavorable,Very bad,Lebanon,0.900401127439674,5.0,4.0,3.0,4.0
Dissatisfied,Very unfavorable,Very unfavorable,Very bad,Lebanon,0.886338386756203,5.0,4.0,4.0,4.0
Dissatisfied,Very favorable,Very favorable,Very bad,Lebanon,0.879190607160345,5.0,1.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Very bad,Lebanon,1.85363003636989,5.0,1.0,2.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Lebanon,2.98048958723106,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,0.505603747652937,5.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Very favorable,Very bad,Lebanon,1.72917651651746,5.0,1.0,1.0,4.0
Dissatisfied,Very favorable,Very unfavorable,Somewhat bad,Lebanon,1.03750591065748,5.0,1.0,4.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,3.43334468714065,5.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Very favorable,Somewhat bad,Lebanon,1.60476934464553,5.0,1.0,1.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,0.879190607160345,5.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Very favorable,Somewhat bad,Lebanon,0.980360427695505,5.0,1.0,1.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,0.808204258175458,5.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,Lebanon,0.563425533242267,5.0,1.0,2.0,3.0
Dissatisfied,Very favorable,Very favorable,Very bad,Lebanon,0.505603747652937,5.0,1.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Very bad,Lebanon,0.879750520785058,5.0,1.0,2.0,4.0
Dissatisfied,Very favorable,Very favorable,Very bad,Lebanon,0.709020272042265,5.0,1.0,1.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,1.75113493247827,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Lebanon,1.27228714658095,5.0,2.0,2.0,4.0
Dissatisfied,Very unfavorable,Very favorable,Very bad,Lebanon,1.95139798249278,5.0,4.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,Lebanon,0.563425533242267,5.0,1.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Lebanon,2.06561461722489,5.0,2.0,4.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Lebanon,0.505603747652937,5.0,2.0,1.0,4.0
Dissatisfied,Very favorable,Very favorable,Very bad,Lebanon,0.879750520785058,5.0,1.0,1.0,4.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,Lebanon,1.78829375362621,5.0,1.0,2.0,3.0
