q2,q8a,q8c,q14,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.3631005111942754,2.0,3.0,2.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3631005111942754,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.3648645299450763,5.0,2.0,3.0,3.0
Satisfied,Very favorable,Somewhat favorable,Very good,Brazil,0.3648645299450763,2.0,1.0,2.0,1.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3650161876657334,2.0,2.0,2.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3650161876657334,2.0,2.0,2.0,2.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.3650161876657334,2.0,2.0,3.0,2.0
Satisfied,Somewhat unfavorable,Don't know,Very good,Brazil,0.3650161876657334,2.0,3.0,,1.0
Dissatisfied,Somewhat favorable,Very favorable,Very bad,Brazil,0.3817344558718537,5.0,2.0,1.0,4.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3817344558718537,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3892654590002731,5.0,2.0,2.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.3892654590002731,2.0,2.0,2.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.3892654590002731,5.0,2.0,2.0,4.0
Dissatisfied,Somewhat favorable,Very unfavorable,Very bad,Brazil,0.3892654590002731,5.0,2.0,4.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.3892654590002731,5.0,2.0,3.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.3969401378640518,2.0,2.0,2.0,2.0
Satisfied,Don't know,Don't know,Somewhat good,Brazil,0.3972115253641751,2.0,,,2.0
Satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.3982691384161259,2.0,3.0,2.0,2.0
Satisfied,Somewhat unfavorable,Don't know,Very good,Brazil,0.3982691384161259,2.0,3.0,,1.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.3982691384161259,5.0,3.0,3.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.4027031312490214,5.0,3.0,3.0,3.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4032937981610544,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Very bad,Brazil,0.4036370235288573,5.0,2.0,2.0,4.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.4038206091907053,5.0,2.0,3.0,2.0
Dissatisfied,Very unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.4038206091907053,5.0,4.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Don't know,Somewhat bad,Brazil,0.4061553398902948,5.0,3.0,,3.0
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.4061553398902948,2.0,3.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.4061553398902948,5.0,3.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.4061553398902948,5.0,3.0,2.0,2.0
Dissatisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.409487818752102,5.0,2.0,1.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.4107010805173587,5.0,2.0,3.0,3.0
Dissatisfied,Don't know,Don't know,Somewhat good,Brazil,0.4107010805173587,5.0,,,2.0
Satisfied,Don't know,Don't know,Somewhat good,Brazil,0.4131315950405211,2.0,,,2.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.4143528387910756,5.0,3.0,2.0,2.0
Satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.4202834538672978,2.0,2.0,1.0,2.0
Dissatisfied,Very unfavorable,Don't know,Somewhat bad,Brazil,0.4202834538672978,5.0,4.0,,3.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.4202834538672978,5.0,2.0,3.0,4.0
Dissatisfied,Don't know,Very unfavorable,Very good,Brazil,0.4202834538672978,5.0,,4.0,1.0
Dissatisfied,Don't know,Don't know,Somewhat good,Brazil,0.4202834538672978,5.0,,,2.0
Satisfied,Somewhat unfavorable,Don't know,Somewhat good,Brazil,0.4202834538672978,2.0,3.0,,2.0
Dissatisfied,Very unfavorable,Very unfavorable,Somewhat bad,Brazil,0.4202834538672978,5.0,4.0,4.0,3.0
Satisfied,Somewhat unfavorable,Don't know,Very bad,Brazil,0.426182141002329,2.0,3.0,,4.0
Dissatisfied,Very unfavorable,Somewhat favorable,Somewhat good,Brazil,0.426182141002329,5.0,4.0,2.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,Brazil,0.4262859068111996,5.0,1.0,2.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat bad,Brazil,0.4262859068111996,5.0,1.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.4262859068111996,5.0,3.0,3.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.4303008454159638,5.0,2.0,3.0,4.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.4327752608582638,5.0,2.0,2.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.4327752608582638,5.0,3.0,3.0,3.0
Satisfied,Very unfavorable,Somewhat favorable,Very good,Brazil,0.4384943533240958,2.0,4.0,2.0,1.0
Satisfied,Somewhat favorable,Don't know,Somewhat good,Brazil,0.4384943533240958,2.0,2.0,,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4384943533240958,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4408729849428228,5.0,2.0,2.0,2.0
Satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.4437864095764986,2.0,4.0,3.0,2.0
Satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.4467197891734187,2.0,2.0,1.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4467197891734187,2.0,2.0,2.0,2.0
Satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Brazil,0.4478093301665605,2.0,3.0,4.0,2.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,Brazil,0.4478093301665605,2.0,1.0,2.0,2.0
Dissatisfied,Don't know,Don't know,Somewhat good,Brazil,0.4478093301665605,5.0,,,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Brazil,0.4478093301665605,5.0,2.0,3.0,4.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4503555834765401,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.4503555834765401,5.0,3.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.452059737337608,5.0,3.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Very favorable,Somewhat bad,Brazil,0.452059737337608,5.0,3.0,1.0,3.0
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Brazil,0.4537678821913247,2.0,3.0,3.0,1.0
Dissatisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Brazil,0.4654056167554323,5.0,3.0,4.0,3.0
Satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Brazil,0.4654056167554323,2.0,1.0,3.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4654056167554323,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.4654056167554323,5.0,2.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.4654056167554323,5.0,3.0,3.0,4.0
Dissatisfied,Somewhat favorable,Don't know,Somewhat bad,Brazil,0.4782845500333387,5.0,2.0,,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Brazil,0.4782845500333387,5.0,3.0,3.0,3.0
Satisfied,Don't know,Don't know,Somewhat bad,Brazil,0.4782845500333387,2.0,,,3.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.4782845500333387,5.0,3.0,2.0,3.0
Dissatisfied,Very unfavorable,Very favorable,Somewhat bad,Brazil,0.4782845500333387,5.0,4.0,1.0,3.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.4797652083060699,5.0,3.0,3.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4797652083060699,2.0,2.0,2.0,2.0
Don't know,Don't know,Very unfavorable,Somewhat bad,Brazil,0.4797652083060699,,,4.0,3.0
Satisfied,Very favorable,Very favorable,Somewhat good,Brazil,0.4836324801828258,2.0,1.0,1.0,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Very good,Brazil,0.4836324801828258,2.0,2.0,2.0,1.0
Satisfied,Somewhat favorable,Somewhat favorable,Very good,Brazil,0.4864900309194173,2.0,2.0,2.0,1.0
Satisfied,Don't know,Don't know,Somewhat good,Brazil,0.4864900309194173,2.0,,,2.0
Satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.4864900309194173,2.0,2.0,2.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.4955416022470565,5.0,3.0,2.0,2.0
Satisfied,Don't know,Don't know,Very good,Brazil,0.4955416022470565,2.0,,,1.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.4999875680578988,5.0,2.0,2.0,3.0
Satisfied,Very favorable,Somewhat favorable,Somewhat good,Brazil,0.502330280742786,2.0,1.0,2.0,2.0
Satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.502330280742786,2.0,3.0,2.0,3.0
Dissatisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.502330280742786,5.0,2.0,1.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.5190445579562574,5.0,3.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Brazil,0.5227721450903028,5.0,3.0,3.0,4.0
Satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.5227721450903028,2.0,2.0,3.0,2.0
Dissatisfied,Somewhat favorable,Very unfavorable,Somewhat good,Brazil,0.5227721450903028,5.0,2.0,4.0,2.0
Satisfied,Very favorable,Very unfavorable,Somewhat good,Brazil,0.523941505936422,2.0,1.0,4.0,2.0
Dissatisfied,Somewhat favorable,Don't know,Somewhat bad,Brazil,0.5365410697289075,5.0,2.0,,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Don't know,Brazil,0.5406917020837332,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.5406917020837332,5.0,2.0,3.0,2.0
Dissatisfied,Somewhat favorable,Don't know,Somewhat bad,Brazil,0.5475242814986002,5.0,2.0,,3.0
Satisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.5475242814986002,2.0,2.0,1.0,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.5475242814986002,5.0,2.0,2.0,2.0
Satisfied,Very favorable,Very unfavorable,Somewhat bad,Brazil,0.548613822491742,2.0,1.0,4.0,3.0
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Brazil,0.5491406335213929,2.0,3.0,3.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.5491406335213929,5.0,2.0,3.0,3.0
Satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Brazil,0.5552867622006541,2.0,3.0,2.0,2.0
Dissatisfied,Very favorable,Somewhat favorable,Somewhat good,Brazil,0.5552867622006541,5.0,1.0,2.0,2.0
Satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Brazil,0.5552867622006541,2.0,2.0,4.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Brazil,0.5589425114670199,5.0,2.0,3.0,3.0
Satisfied,Somewhat favorable,Very unfavorable,Very good,Brazil,0.5608142870193403,2.0,2.0,4.0,1.0
Dissatisfied,Somewhat favorable,Very favorable,Somewhat good,Brazil,0.5608142870193403,5.0,2.0,1.0,2.0
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Brazil,0.5687643443758912,5.0,2.0,3.0,2.0
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Brazil,0.5687643443758912,5.0,3.0,2.0,3.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Brazil,0.5706800208473491,5.0,2.0,2.0,2.0
Satisfied,Don't know,Don't know,Somewhat good,Brazil,0.571921219561148,2.0,,,2.0
Dissatisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Brazil,0.571921219561148,5.0,2.0,2.0,3.0
