satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Belgium,0.923993376164082,3.0,,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,1.29594105578942,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,1.05859568858197,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,1.29789537036474,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,1.04690598714909,4.0,2.0,3.0,3.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Somewhat bad,Belgium,0.745412938370797,6.0,4.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Belgium,0.745412938370797,3.0,3.0,4.0,4.0
Somewhat satisfied,Very unfavorable,Very favorable,Very bad,Belgium,3.05762567083029,3.0,4.0,1.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Belgium,0.483641784062388,3.0,3.0,2.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,1.7469166769093,4.0,2.0,3.0,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,3.05762567083029,3.0,,,2.0
Not too satisfied,Somewhat unfavorable,Very favorable,Very good,Belgium,1.38942075742198,4.0,3.0,1.0,1.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very good,Belgium,0.942913236023895,4.0,,,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.714928157059876,3.0,2.0,3.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Very favorable,Very bad,Belgium,3.05762567083029,6.0,,1.0,4.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,1.39591502591671,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Belgium,1.75982372093618,3.0,2.0,,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,1.28989595217021,3.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Belgium,0.314786249914828,3.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Belgium,0.581475109148357,3.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,Belgium,2.82361330208329,3.0,3.0,,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,Belgium,1.3140694740709,3.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.672176954028233,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Belgium,1.01899866980581,3.0,2.0,,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,1.98692541966283,3.0,,,2.0
Very satisfied,Don’t know (DO NOT READ),Very favorable,Very good,Belgium,1.57844115617505,1.0,,1.0,1.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Belgium,3.05762567083029,6.0,3.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.691715670345991,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.553773827521426,3.0,3.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,Belgium,1.85554222448872,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Belgium,1.9701440023023,6.0,3.0,4.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Belgium,0.7704273896404,1.0,2.0,3.0,1.0
Somewhat satisfied,Refused (DO NOT READ),Refused (DO NOT READ),Somewhat good,Belgium,1.91866441706864,3.0,,,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,0.665021452739989,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,1.53527101877324,4.0,3.0,3.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Belgium,0.501384790708786,3.0,,3.0,3.0
Very satisfied,Very favorable,Very favorable,Somewhat good,Belgium,1.04690598714909,1.0,1.0,1.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Belgium,0.612003321487273,3.0,,,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,0.951988666686322,4.0,2.0,3.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Belgium,0.479202337303488,4.0,3.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,1.28176438027655,6.0,2.0,3.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,1.93396005419104,3.0,,,2.0
Not too satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Belgium,0.721511987050656,4.0,2.0,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Belgium,0.714928157059876,3.0,,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,0.538519315533663,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,0.663903525584866,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.872999333838397,3.0,2.0,3.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Belgium,1.66936457781578,4.0,,,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Belgium,0.490768264330813,3.0,,,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.701061310468576,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,1.32547947579732,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very good,Belgium,3.05762567083029,3.0,2.0,2.0,1.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Belgium,0.624681751142204,4.0,,3.0,4.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Belgium,0.691715670345991,6.0,,,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.607244063099949,3.0,2.0,4.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Belgium,1.04173403656799,4.0,,,4.0
Somewhat satisfied,Somewhat unfavorable,Very favorable,Somewhat good,Belgium,1.00476210850667,3.0,3.0,1.0,2.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Belgium,0.292255464744106,6.0,4.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,1.24881331505604,3.0,2.0,3.0,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,2.00135308746812,3.0,,,2.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Belgium,0.691715670345991,6.0,3.0,,4.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Belgium,3.05762567083029,3.0,2.0,,
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Belgium,3.05762567083029,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Belgium,0.745412938370797,3.0,2.0,,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Belgium,0.816430117861999,4.0,2.0,4.0,2.0
Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.752723038649766,,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,0.482375611988637,4.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.663903525584866,3.0,2.0,3.0,2.0
Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,3.05762567083029,,,,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat good,Belgium,0.640333181560935,3.0,,3.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Belgium,0.587527893569347,3.0,4.0,4.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,3.05762567083029,4.0,,,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Very unfavorable,Somewhat good,Belgium,1.73608500026056,3.0,,4.0,2.0
Somewhat satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Belgium,3.05762567083029,3.0,,,
Don’t know (DO NOT READ),Very unfavorable,Don’t know (DO NOT READ),Somewhat bad,Belgium,0.453071977825549,,4.0,,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat bad,Belgium,0.767498361696052,4.0,,,3.0
Somewhat satisfied,Don’t know (DO NOT READ),Very unfavorable,Very bad,Belgium,0.718893719713791,3.0,,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.68176394532933,4.0,2.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Belgium,1.27339482240984,3.0,4.0,3.0,2.0
Not too satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,0.383820912164603,4.0,4.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Belgium,1.55299938615417,4.0,3.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Belgium,0.564879437206918,6.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,0.364715247591092,4.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Belgium,1.37690429370456,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.897291673350477,6.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,Belgium,0.42336146738769,4.0,2.0,1.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.819110079982191,6.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.503494088198053,3.0,2.0,4.0,3.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Belgium,0.230465339629009,4.0,,,
Somewhat satisfied,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Belgium,1.00957885678148,3.0,2.0,,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,Belgium,0.466114569375329,4.0,2.0,4.0,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat good,Belgium,0.392000408011283,6.0,4.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.486930146441525,6.0,2.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.646652804152673,6.0,3.0,3.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,2.43426277548441,6.0,4.0,4.0,4.0
Not too satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very bad,Belgium,0.526223127320253,4.0,,,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,1.44809960852351,6.0,2.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Belgium,1.59530802668048,4.0,3.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.483293710760316,6.0,3.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Somewhat bad,Belgium,0.302524252563697,1.0,1.0,4.0,3.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Belgium,1.3140694740709,6.0,4.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,1.37053682370104,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.460230132903801,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,0.278832582081855,4.0,2.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,1.29789537036474,6.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.377703049325627,3.0,2.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,Belgium,1.37053682370104,3.0,1.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,0.481218314464454,6.0,2.0,3.0,4.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Belgium,1.86572205527094,4.0,4.0,4.0,3.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Belgium,0.506364153695153,1.0,2.0,4.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Belgium,1.123324341671,6.0,,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very bad,Belgium,3.05762567083029,3.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Belgium,0.336778574917838,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,1.73053456234939,3.0,3.0,4.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Belgium,0.509686028156304,4.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,1.37053682370104,3.0,2.0,3.0,2.0
Not too satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Very bad,Belgium,0.654258768635111,4.0,,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.552570332227956,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Very bad,Belgium,1.63240861275887,4.0,3.0,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Belgium,0.580880646259139,6.0,3.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Belgium,0.459260355374983,6.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Belgium,1.52026811109474,4.0,3.0,3.0,4.0
Don’t know (DO NOT READ),Very unfavorable,Very unfavorable,Very bad,Belgium,2.83130686502803,,4.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.504704957452605,4.0,2.0,3.0,3.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Belgium,0.230465339629009,1.0,2.0,4.0,2.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.510748395483235,4.0,4.0,3.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat good,Belgium,0.230465339629009,4.0,4.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,0.300859358930574,4.0,3.0,4.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,0.672176954028233,6.0,4.0,4.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,Belgium,0.638796918144512,6.0,1.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.610535026011411,3.0,2.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Belgium,0.457055922349161,6.0,3.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Belgium,2.3494078204553,4.0,3.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,2.00760804396884,6.0,2.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Belgium,1.07862530247728,4.0,2.0,2.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.230465339629009,6.0,3.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Belgium,0.41571257919281,6.0,3.0,,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.587527893569347,4.0,3.0,3.0,3.0
Very satisfied,Very favorable,Very favorable,Somewhat good,Belgium,0.745412938370797,1.0,1.0,1.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,3.05762567083029,4.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Belgium,0.980241147356402,3.0,1.0,3.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,0.452863977906137,6.0,4.0,4.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,Belgium,0.366316945476803,4.0,2.0,4.0,4.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Belgium,0.464756471465553,6.0,4.0,2.0,4.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,1.16958926721821,1.0,3.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,Belgium,0.332670511973643,4.0,2.0,3.0,4.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,1.26320042282438,6.0,3.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.553773827521426,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.961163562343366,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Belgium,0.277828585755725,3.0,3.0,4.0,4.0
Somewhat satisfied,Don’t know (DO NOT READ),Somewhat unfavorable,Somewhat bad,Belgium,1.37448913988299,3.0,,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Belgium,3.05762567083029,6.0,3.0,,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.252643130359941,3.0,3.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Belgium,2.30023162453776,3.0,4.0,4.0,2.0
Not at all satisfied,Very unfavorable,Refused (DO NOT READ),Very bad,Belgium,0.780762415100221,6.0,4.0,,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.749775941030174,4.0,1.0,3.0,3.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,Belgium,1.01988566874196,6.0,1.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.515460578036176,4.0,3.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,Belgium,1.68718872669838,6.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,Belgium,0.750349057882704,4.0,2.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.364715247591092,4.0,3.0,3.0,2.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.568112864291661,4.0,4.0,3.0,2.0
Not at all satisfied,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Belgium,3.05762567083029,6.0,,,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,3.05762567083029,6.0,2.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.646652804152673,6.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,1.73883809106297,4.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.308971258938127,3.0,2.0,3.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,0.274414458455972,6.0,4.0,4.0,4.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,Belgium,0.230465339629009,6.0,4.0,2.0,4.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Belgium,0.750349057882704,3.0,3.0,4.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,Belgium,0.479202337303488,3.0,1.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,Belgium,0.440646137862131,6.0,1.0,4.0,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Belgium,1.63240861275887,6.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.481218314464454,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.50911607874592,4.0,2.0,4.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,Belgium,0.790789688337705,6.0,4.0,4.0,4.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Belgium,0.436479639203221,6.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Belgium,0.230465339629009,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,Belgium,2.2255470628847,6.0,3.0,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.830566909454982,4.0,3.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,Belgium,1.37053682370104,4.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Belgium,2.74403951668726,6.0,2.0,2.0,3.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,1.36778148026459,1.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Belgium,0.300606493116136,6.0,2.0,4.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat good,Belgium,3.05762567083029,6.0,4.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,Belgium,2.98164713023802,4.0,2.0,1.0,3.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Belgium,0.457055922349161,1.0,2.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.601434032485143,6.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,Belgium,0.825162051438494,4.0,2.0,2.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Belgium,1.19826189618381,1.0,1.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Belgium,0.506364153695153,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Belgium,0.790752142691998,4.0,3.0,3.0,4.0
Not too satisfied,Somewhat unfavorable,Very favorable,Somewhat good,Belgium,0.366316945476803,4.0,3.0,1.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Belgium,0.686384879434249,1.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Belgium,0.714392615244015,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.447180938523217,4.0,3.0,3.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Belgium,0.687842601134595,4.0,4.0,4.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,Belgium,3.05762567083029,3.0,1.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Belgium,0.997075920643752,4.0,3.0,3.0,3.0
