satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.56070781846723,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,1.57006822408725,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.155558490768494,6.0,3.0,3.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,Australia,0.139704331814939,4.0,1.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,1.89308159935705,3.0,2.0,4.0,3.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Very bad,Australia,0.899201920118598,4.0,4.0,3.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,Australia,1.15636160720699,1.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,2.27547997204737,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,3.02176160925325,4.0,3.0,2.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.190713586501253,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,Australia,0.774659076579859,3.0,3.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,2.55166855721108,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.814172912611434,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,2.14209798316834,4.0,2.0,4.0,3.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Australia,2.74472835407292,3.0,4.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Australia,0.373979772216474,3.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,1.05055774760028,3.0,3.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,1.81319242304833,6.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.163597916564429,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.741731848846312,3.0,2.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,Australia,0.619279279573887,4.0,1.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.900240254527745,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.198129764346337,4.0,3.0,4.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Australia,1.08734711736567,3.0,4.0,4.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Australia,2.73749933218579,3.0,4.0,4.0,2.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.649113595930195,4.0,4.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very good,Australia,0.907724252675851,4.0,3.0,4.0,1.0
Not at all satisfied,Somewhat unfavorable,Very favorable,Very bad,Australia,0.523240523317374,6.0,3.0,1.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.531395463287916,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.54683288579802,3.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.10108885242714,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.162766782157368,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,2.29024487630284,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,1.1604175440526,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.248060666268096,3.0,3.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.155558490768494,4.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,1.6402681896779,1.0,2.0,3.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.378073377748523,1.0,2.0,3.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.172193305666178,1.0,3.0,4.0,2.0
Not too satisfied,Very unfavorable,Somewhat favorable,Very bad,Australia,0.525278809224309,4.0,4.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.168957433420616,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.199380289224511,4.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.545779429330023,4.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,2.82675977367516,4.0,3.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,2.43566934607031,6.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.396762203419711,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,1.00577376859858,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.13698933957605,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.568669046372056,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.506042975187294,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.68306825007476,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.373055736216133,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,0.965542917213469,6.0,3.0,4.0,4.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,0.16175295420056,1.0,2.0,2.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Australia,0.68306825007476,1.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Australia,1.33905713329438,3.0,2.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,3.02604464488153,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,1.8898139692909,3.0,3.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.374629473674815,4.0,3.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,1.69224604896044,6.0,3.0,4.0,3.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.8392476079003,4.0,4.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.210174199349634,4.0,2.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.360378939790026,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.30765571176372,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Very good,Australia,0.521235899071876,3.0,2.0,2.0,1.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Australia,0.14944162460603,6.0,4.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.491586785608852,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.393772568428642,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.763313332097753,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.509351921440073,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,1.5856733772908,3.0,2.0,2.0,2.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,2.53020164591822,1.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,1.3369512897567,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,0.200621753943374,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.627834947116534,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.487820281683704,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.911649482669024,4.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,0.171235841052833,4.0,3.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,3.46933384463643,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,3.61908676144824,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,2.16056412309983,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.834042114892639,6.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very good,Australia,1.03613945727156,3.0,2.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.607685140253109,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.281274413670784,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,1.4825091748788,4.0,3.0,3.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,Australia,2.31202962586732,4.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.357784282659257,4.0,2.0,3.0,3.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,2.37455499394929,1.0,2.0,2.0,2.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Australia,0.21017640292872,3.0,4.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.664781479685769,3.0,2.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.492349220171807,4.0,3.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,0.529649541943045,6.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.178516872041967,3.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.96113376581728,4.0,3.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,Australia,0.156188966994865,3.0,1.0,3.0,1.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Australia,2.51717986123711,6.0,4.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,2.47036951275205,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Australia,3.90597797510887,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very good,Australia,0.248953625597388,4.0,2.0,4.0,1.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.138885813964232,4.0,3.0,4.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.25844077019342,1.0,3.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.823738788810944,6.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,1.27940300731167,3.0,3.0,3.0,3.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.232578588917675,1.0,2.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,0.229973364817928,4.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,1.78441838924543,6.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.845850861033254,3.0,3.0,3.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,3.36329877191413,1.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.249330842592633,4.0,3.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,1.4608708829992,4.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,2.00544036153021,3.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.200621753943374,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.03861109111886,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.370785238636084,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.4681803908288,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.281839946090449,3.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.185497261625182,3.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,1.57823675027591,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.456111082776137,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Australia,0.871634954353562,3.0,2.0,4.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Australia,1.57484606801637,6.0,3.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.480561103843515,3.0,2.0,3.0,2.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat bad,Australia,3.39201278369098,3.0,4.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,2.40486439640629,3.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,0.740286466509886,3.0,3.0,2.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.911649482669024,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,0.927337997255994,3.0,3.0,2.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Australia,2.98506167407858,4.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.285596456211987,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.190058071725964,3.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,2.57802945762209,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.690789923805517,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.210174199349634,6.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.392864063739621,3.0,3.0,3.0,2.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.199582576918504,4.0,4.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.737907775227582,6.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.209167655311898,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,1.1400209322336,3.0,3.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.82829132219057,4.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,Australia,2.40833757128929,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.525278809224309,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,1.06112105153438,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,2.05604657205469,3.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.82130835039514,1.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.386430908114769,1.0,2.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,0.289853637070297,6.0,3.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,2.70244688034644,4.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.04671813009302,3.0,2.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.30001522721558,6.0,3.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,Australia,1.08734711736567,6.0,3.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,Australia,0.167682297771742,3.0,2.0,4.0,4.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,1.14888890873796,1.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,Australia,0.75360683262435,4.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.06897166272602,4.0,2.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Australia,0.720071645766622,6.0,2.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.53197153010515,4.0,3.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.99518697455344,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.219224446714649,3.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.553268386304958,3.0,3.0,4.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Australia,0.513431452446794,3.0,4.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.21019001289364,4.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.26325709572669,4.0,3.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.335324108403264,6.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.198129764346337,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Very good,Australia,3.39955476886495,3.0,3.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Australia,3.63029209485647,3.0,3.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,1.54079691659218,4.0,3.0,3.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,Australia,0.740286466509886,4.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.452164501502441,3.0,2.0,4.0,3.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.907724252675851,1.0,3.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,2.31389825685576,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.68306825007476,3.0,2.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,Australia,0.212533153927026,6.0,2.0,4.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,Australia,1.04980573481687,1.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,0.883309830894712,3.0,2.0,4.0,3.0
Not too satisfied,Very unfavorable,Somewhat favorable,Very good,Australia,0.55364636998123,4.0,4.0,2.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.16417070224238,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very favorable,Somewhat bad,Australia,1.48588491729475,3.0,3.0,1.0,3.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.36997442161817,6.0,3.0,4.0,3.0
Not too satisfied,Very unfavorable,Very unfavorable,Very bad,Australia,0.159757733479432,4.0,4.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,Australia,1.18500344408247,3.0,1.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.210174199349634,3.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,1.13075097358633,1.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.49868187961724,3.0,2.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.320795539660821,6.0,3.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.1105812123595,6.0,3.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.13698933957605,4.0,3.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,Australia,1.26086837180146,6.0,3.0,3.0,4.0
Somewhat satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.70244688034644,3.0,4.0,3.0,3.0
Very satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,1.98474903153815,1.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,1.87201035110922,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,2.19762301383844,3.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,0.198997441146265,3.0,2.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Australia,0.266953030916177,3.0,4.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.802663108786001,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,2.65020669057745,4.0,3.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,1.48814907934663,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,Australia,1.52517265947521,3.0,2.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,Australia,0.749890817377054,3.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,0.510521367558853,3.0,2.0,4.0,2.0
Very satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.132611531434087,1.0,3.0,4.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.14521165813281,1.0,2.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Somewhat good,Australia,1.54748447447475,3.0,4.0,4.0,2.0
Somewhat satisfied,Very unfavorable,Somewhat favorable,Somewhat good,Australia,1.26084277448301,3.0,4.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,3.375672238434,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.390233675854473,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.145066091982296,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,Australia,2.00234988316704,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.498873720047241,3.0,3.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,Australia,0.357784282659257,3.0,2.0,3.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Australia,0.72100028434289,3.0,3.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,Australia,1.46068331112081,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.816852061835955,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very good,Australia,0.215754606519009,3.0,2.0,4.0,1.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Australia,0.480561103843515,3.0,3.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,Australia,1.51611677395834,1.0,1.0,4.0,1.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,Australia,0.141378475799817,3.0,3.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,Australia,0.616203029797624,6.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Australia,1.08116958642459,3.0,2.0,3.0,3.0
