country_satis,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.1536585531763388,,2.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.8537565326457351,,1.0,3.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.4373538066007293,,2.0,4.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,2.217640132761891,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.0050963455993898,,1.0,3.0,2.0
,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United States,3.589777188854544,,2.0,,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.085964342138338,,1.0,3.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.686782769428908,,1.0,4.0,2.0
,Very favorable,Very unfavorable,Very good,United States,0.6379762749525065,,1.0,4.0,1.0
,Very favorable,Very unfavorable,Very bad,United States,0.7211457159464394,,1.0,4.0,4.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.3999751742456316,,2.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.4808431707845798,,2.0,2.0,3.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.3237894267702732,,2.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.7474139267947141,,2.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.2740479062181291,,2.0,2.0,2.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.3999751742456316,,3.0,3.0,3.0
,Very favorable,Somewhat favorable,Very good,United States,0.85129636788351,,1.0,2.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.2449227298395285,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.2579998594191564,,1.0,3.0,3.0
,Very favorable,Don’t know (DO NOT READ),Somewhat bad,United States,0.904626391116261,,1.0,,3.0
,Somewhat favorable,Somewhat favorable,Very good,United States,0.7970140228073171,,2.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat bad,United States,1.6344223638072983,,1.0,2.0,3.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.9044676708090206,,2.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,1.2631755651721666,,1.0,3.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.4494165499509944,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.448226147646692,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.2039728905715237,,2.0,2.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4614792933012595,,1.0,3.0,3.0
,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United States,3.589777188854544,,2.0,,2.0
,Very unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.5822654471111507,,4.0,3.0,3.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.3795796147652492,,1.0,4.0,2.0
,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United States,1.2010365648875772,,2.0,,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.505920979328552,,1.0,4.0,2.0
,Very favorable,Very favorable,Somewhat bad,United States,0.9535122457462826,,1.0,1.0,3.0
,Very favorable,Somewhat unfavorable,Very bad,United States,1.085964342138338,,1.0,3.0,4.0
,Very favorable,Very unfavorable,Somewhat bad,United States,0.3938644424168789,,1.0,4.0,3.0
,Somewhat favorable,Somewhat unfavorable,Very good,United States,2.854902166331816,,2.0,3.0,1.0
,Very unfavorable,Somewhat unfavorable,Very bad,United States,1.3017445998315669,,4.0,3.0,4.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,2.0325722545196663,,2.0,2.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.0009696176111411,,1.0,3.0,2.0
,Very favorable,Very favorable,Somewhat good,United States,0.492985274288465,,1.0,1.0,2.0
,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,0.3415661011811902,,3.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.9115307244812152,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,0.4740975577268657,,1.0,3.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,2.604679601967436,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.6443250872421197,,2.0,4.0,2.0
,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.5188566843686389,,3.0,4.0,4.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.3781684277677857,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Very bad,United States,0.7480488080236753,,2.0,4.0,4.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.6747993862322631,,2.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat bad,United States,0.6709900988584951,,1.0,4.0,3.0
,Very favorable,Very unfavorable,Very bad,United States,0.3702151166380698,,1.0,4.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4444962204265442,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,0.4076731091467876,,1.0,3.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.2899820013280829,,1.0,3.0,3.0
,Very favorable,Don’t know (DO NOT READ),Very bad,United States,3.589777188854544,,1.0,,4.0
,Very unfavorable,Refused (DO NOT READ),Very bad,United States,1.018190770946717,,4.0,,4.0
,Very favorable,Very unfavorable,Very bad,United States,1.2337329481790853,,1.0,4.0,4.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.3185516566313423,,2.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4152123237407033,,1.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.7649525207447705,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.563695171164032,,2.0,4.0,2.0
,Very favorable,Somewhat favorable,Very good,United States,2.2818424970406044,,1.0,2.0,1.0
,Very favorable,Very favorable,Very bad,United States,1.4663375584397889,,1.0,1.0,4.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.0100960352774602,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.2853791124181133,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.3417248214884305,,2.0,4.0,3.0
,Very favorable,Very unfavorable,Very bad,United States,0.3702151166380698,,1.0,4.0,4.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.3465657908592606,,2.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.7646350801302899,,1.0,4.0,2.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,1.3188863930135224,,3.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.1285807446323666,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.3499782774649277,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.5243325349684302,,1.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.301092422834906,,1.0,2.0,2.0
,Very favorable,Very unfavorable,Very good,United States,0.977240931678712,,1.0,4.0,1.0
,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.4343381207631631,,3.0,4.0,4.0
,Very favorable,Very unfavorable,Very bad,United States,0.4334651590733412,,1.0,4.0,4.0
,Very favorable,Somewhat unfavorable,Very good,United States,0.3702151166380698,,1.0,3.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4667170634401904,,1.0,3.0,3.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.2722846870707861,,1.0,2.0,2.0
,Very favorable,Very unfavorable,Very bad,United States,0.4853666995409292,,1.0,4.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4887791861465962,,1.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.7785231070138188,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4076731091467876,,1.0,3.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.5731390294448317,,2.0,4.0,3.0
,Very unfavorable,Very unfavorable,Somewhat bad,United States,1.9023422424289755,,4.0,4.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.381881059220234,,1.0,3.0,2.0
,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.9450207093089248,,3.0,3.0,4.0
,Very favorable,Very favorable,Very bad,United States,1.0009696176111411,,1.0,1.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.3598189365138281,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.3061714726665966,,1.0,3.0,2.0
,Don’t know (DO NOT READ),Somewhat favorable,Don’t know (DO NOT READ),United States,0.7166221871900901,,,2.0,
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,2.0399527488063414,,2.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.6182949568547056,,2.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,0.2853791124181133,,1.0,3.0,1.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.6120255047187125,,2.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.9490680771435532,,1.0,3.0,2.0
,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,United States,0.505920979328552,,,2.0,2.0
,Very favorable,Very unfavorable,Very good,United States,0.5589335619468222,,1.0,4.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.9589087361924538,,2.0,2.0,2.0
,Very favorable,Very favorable,Somewhat bad,United States,1.3943578991062993,,1.0,1.0,3.0
,Very favorable,Very unfavorable,Somewhat bad,United States,0.3910868370401731,,1.0,4.0,3.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4808431707845798,,2.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.376087768005962,,1.0,3.0,2.0
,Somewhat unfavorable,Very unfavorable,Somewhat good,United States,3.365584754877578,,3.0,4.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.4823510137033629,,2.0,3.0,3.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.944623908540824,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.0766792041647786,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Very bad,United States,0.3910868370401731,,1.0,3.0,4.0
,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,United States,2.263351581247106,,2.0,,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.5820446624179894,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat bad,United States,0.6859891678927064,,1.0,2.0,3.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.6722598613164178,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.7282087696186341,,1.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.59188532146689,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.4114030363669354,,1.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.505920979328552,,1.0,4.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.4343381207631631,,2.0,2.0,3.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.926371073208186,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,3.589777188854544,,1.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Very good,United States,1.7119572338941995,,1.0,3.0,1.0
,Very unfavorable,Very unfavorable,Very bad,United States,1.0662036638869168,,4.0,4.0,4.0
,Somewhat favorable,Somewhat unfavorable,Very bad,United States,2.7730818479494257,,2.0,3.0,4.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.2852997522644932,,2.0,3.0,3.0
,Very unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.60599413304358,,4.0,3.0,3.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.2902373775566427,,2.0,3.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.5426647304546883,,2.0,4.0,3.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.453543277939243,,1.0,2.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.9846214259653872,,2.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.326090871225258,,1.0,3.0,2.0
,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,0.5822654471111507,,3.0,2.0,3.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.2803794227400429,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.938830617326552,,1.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.2740479062181291,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,2.81839649566654,,2.0,4.0,2.0
,Very favorable,Don’t know (DO NOT READ),Somewhat bad,United States,1.6114079192574504,,1.0,,3.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.859963920395808,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,2.899740653127209,,2.0,4.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.3702151166380698,,1.0,3.0,3.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.8170127815195988,,2.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.4552098411652664,,2.0,3.0,3.0
,Very favorable,Don’t know (DO NOT READ),Somewhat bad,United States,0.5766308762041189,,1.0,,3.0
,Very favorable,Somewhat favorable,Very good,United States,0.6649587271833626,,1.0,2.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.1035029360883946,,1.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4098951934481523,,2.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,1.0434272997979297,,1.0,3.0,1.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,3.589777188854544,,2.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4741769178804859,,2.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.5073667578614145,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.7229709994797032,,2.0,4.0,3.0
,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,2.8087939170785003,,1.0,,2.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.7510644938612416,,2.0,2.0,3.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.4606856917650578,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.7736200732570675,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.551632427813767,,1.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.7659048425882125,,1.0,2.0,2.0
,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.4239419406389215,,3.0,4.0,3.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.4006894156282131,,1.0,4.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.105248859468038,,1.0,2.0,2.0
,Very unfavorable,Somewhat unfavorable,Very bad,United States,0.3605331778964096,,4.0,3.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.3598189365138281,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.5001276881142799,,1.0,3.0,3.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.547346979518278,,3.0,3.0,2.0
,Somewhat unfavorable,Refused (DO NOT READ),Somewhat good,United States,1.286507450336495,,3.0,,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.4114030363669354,,2.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.7890780074453007,,1.0,3.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.4424328564324199,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.9890655945681164,,1.0,3.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.8652637549206591,,1.0,4.0,2.0
,Very favorable,Very favorable,Very good,United States,0.6153586311707595,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Somewhat bad,United States,1.06294989758849,,1.0,2.0,3.0
,Very favorable,Very unfavorable,Very good,United States,0.6086923782666657,,1.0,4.0,1.0
,Very favorable,Somewhat favorable,Very bad,United States,0.7525723367800248,,1.0,2.0,4.0
,Somewhat favorable,Somewhat favorable,Very bad,United States,1.2154007526928272,,2.0,2.0,4.0
,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.5859160141776782,,2.0,4.0,3.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,2.3567584820580403,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.2852997522644932,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.8424080306780516,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.3499782774649277,,1.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.7913794519002855,,2.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.7785231070138188,,2.0,3.0,2.0
,Very favorable,Very unfavorable,Somewhat bad,United States,0.6294053783615287,,1.0,4.0,3.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.5372682400085171,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.8646288736916977,,1.0,3.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.7863004020685949,,2.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4646536994460661,,1.0,3.0,3.0
,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,0.992636801481024,,1.0,,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.3937057221096386,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,2.830538599170425,,2.0,2.0,2.0
,Somewhat unfavorable,Don’t know (DO NOT READ),Very bad,United States,3.589777188854544,,3.0,,4.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4517973545595994,,2.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.6609113593487342,,1.0,2.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.8495504445038664,,2.0,3.0,2.0
,Very favorable,Somewhat favorable,Very good,United States,0.3425977831782523,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Very good,United States,0.3605331778964096,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.5138569946905684,,1.0,2.0,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.5646474930074741,,2.0,3.0,3.0
,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.7436839995745663,,2.0,4.0,2.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.3091077983505427,,3.0,3.0,3.0
,Somewhat favorable,Refused (DO NOT READ),Somewhat good,United States,0.7090829725961744,,2.0,,2.0
,Very unfavorable,Somewhat favorable,Somewhat good,United States,0.3210118213935675,,4.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.8652637549206591,,1.0,3.0,2.0
,Very favorable,Very unfavorable,Somewhat good,United States,1.085964342138338,,1.0,4.0,2.0
,Very favorable,Very unfavorable,Somewhat bad,United States,0.3954516454892822,,1.0,4.0,3.0
,Very favorable,Very unfavorable,Somewhat bad,United States,1.0617594952841876,,1.0,4.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.8382019425361829,,1.0,3.0,3.0
,Very favorable,Somewhat favorable,Somewhat bad,United States,0.5238563740467093,,1.0,2.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.5766308762041189,,1.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4228308984882392,,1.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.2377009558600935,,2.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,2.688880724958431,,1.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Very good,United States,2.4083425819111475,,2.0,2.0,1.0
,Very favorable,Refused (DO NOT READ),Somewhat good,United States,0.517507561757096,,1.0,,2.0
,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,1.9820991968172408,,1.0,,2.0
,Very favorable,Somewhat favorable,Very good,United States,1.4059444815348432,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.4116411168277959,,1.0,2.0,2.0
,Very unfavorable,Somewhat unfavorable,Somewhat good,United States,1.0414432959574254,,4.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.3798176952261097,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,United States,0.9846214259653872,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.2149245917711062,,2.0,2.0,3.0
,Very favorable,Very unfavorable,Somewhat good,United States,0.8479632414314631,,1.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.4334651590733412,,1.0,3.0,2.0
,Very unfavorable,Don’t know (DO NOT READ),Very bad,United States,3.589777188854544,,4.0,,4.0
,Somewhat favorable,Somewhat favorable,Very good,United States,0.2579998594191564,,2.0,2.0,1.0
,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.5553623550339147,,2.0,3.0,3.0
,Very favorable,Somewhat unfavorable,Refused (DO NOT READ),United States,0.3499782774649277,,1.0,3.0,
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4076731091467876,,2.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.7000359150834755,,1.0,3.0,2.0
,Very favorable,Somewhat unfavorable,Very good,United States,0.4738594772660052,,1.0,3.0,1.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.4343381207631631,,3.0,3.0,3.0
,Very favorable,Somewhat favorable,Very good,United States,0.8490742835821454,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat good,United States,1.3651533625740784,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.3686279135656665,,2.0,2.0,2.0
,Very favorable,Don’t know (DO NOT READ),Somewhat bad,United States,0.9300216402747138,,1.0,,3.0
,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.4592572089998949,,1.0,3.0,3.0
,Very favorable,Somewhat favorable,Somewhat bad,United States,2.1635165079929384,,1.0,2.0,3.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.4275131475518289,,2.0,3.0,2.0
